Name	MOA	Target	Phase
doxazosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, KCNH2, KCNH6, KCNH7	Launched
doxepin	histamine receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HRH2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A2, SLC6A4	Launched
doxercalciferol	vitamin D receptor agonist	VDR	Launched
doxifluridine	thymidylate synthase inhibitor	TYMS	Launched
doxofylline	adenosine receptor antagonist	ADORA1, PDE4A, PDE4B, PDE4C, PDE4D	Launched
doxorubicin	topoisomerase inhibitor	TOP2A	Launched
doxycycline	metalloproteinase inhibitor	MMP8	Launched
doxycycline-hyclate	bacterial 30S ribosomal subunit inhibitor		Launched
doxylamine	histamine receptor antagonist	CHRM1, HRH1	Launched
DPC-681	HIV protease inhibitor		Phase 1
DPCPX	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	Phase 1
DPI-201106	sodium channel activator	ADRB2	Phase 2
DPO-1	potassium channel blocker	KCNA5	Preclinical
DPPE	histamine receptor antagonist	ABCB1, HRH1	Phase 3
DQP-1105	glutamate receptor antagonist	GRIN2C, GRIN2D	Preclinical
DR-2313	PARP inhibitor	PARP1, PARP3	Preclinical
DR-4485	serotonin receptor antagonist	HTR7	Preclinical
DRF053-(R)	CDK inhibitor	CSNK1A1	Preclinical
drofenine			Launched
droloxifene	selective estrogen receptor modulator (SERM)	ESR1	Phase 3
dromostanolone-propionate	androgen receptor modulator	AR	Launched
dronedarone	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, KCNA5, KCNH2, KCNK2, SCN1A	Launched
droperidol	dopamine receptor antagonist	ADRA1A, DRD2, DRD3, DRD4, HTR2A	Launched
dropropizine	antitussive		Launched
drospirenone	mineralocorticoid receptor antagonist	AR, NR3C2, PGR	Launched
drotaverine	phosphodiesterase inhibitor	CACNA1C, PDE4A	Launched
droxicam	cyclooxygenase inhibitor	PTGS1	Launched
droxidopa	norepinephrine precursor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH	Launched
droxinostat	HDAC inhibitor	HDAC6, HDAC8	Preclinical
DSR-6434	toll-like receptor agonist	TLR7	Preclinical
DS2-(806622)			Preclinical
DU-728	structural glycoprotein antagonist	ITGA2B, ITGB3	Phase 1
duloxetine	norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)	HTR2A, HTR2C, HTR6, SLC6A2, SLC6A3, SLC6A4	Launched
DUP-697	cyclooxygenase inhibitor	PTGS2	Phase 1
dutasteride	5 alpha reductase inhibitor	SRD5A1, SRD5A2	Launched
DVD-111			Phase 2
dyclonine	sodium channel blocker	SCN10A, SCN5A	Launched
dydrogesterone	progesterone receptor agonist	PGR	Launched
dynasore	dynamin inhibitor	DNM1, DNM1L, DNM2	Preclinical
dynole-34-2	dynamin inhibitor	DNM1	Preclinical
dyphylline	adenosine receptor antagonist, phosphodiesterase inhibitor	ADORA1, ADORA2A, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B	Launched
DY131	estrogen-related receptor agonist	ESRRB, ESRRG	Preclinical
D609	phospholipase inhibitor		Preclinical
E-2012	gamma secretase modulator	APH1A, APH1B, PSENEN	Phase 1
E-4031	potassium channel blocker	KCNH1, KCNH2	Phase 1
E-64	cysteine protease inhibitor, calpain inhibitor	CTSS	Preclinical
eact	calcium-activated chloride channel inhibitor	ANO1	Preclinical
EB-47	PARP inhibitor	PARP1	Preclinical
ebastine	histamine receptor antagonist	CYP3A4, HRH1	Launched
EBPC	aldose reductase inhibitor	AKR1B1	Preclinical
ebrotidine	histamine receptor antagonist	HRH2	Withdrawn
ebselen	cyclooxygenase inhibitor, glutathione peroxidase agonist, H+/K+-ATPase inhibitor, nitric oxide synthase inhibitor	ALB	Phase 2/Phase 3
EC-144	HSP inhibitor	HSP90AA1, HSP90AB1	Preclinical
EC-23	retinoid receptor agonist	RARA, RARB, RARG	Preclinical
ecabapide			Phase 3
ecabet	gastrin inhibitor, urease inhibitor	NOXO1	Launched
ecamsule-triethanolamine			Launched
echinomycin	DNA intercalating agent		Phase 2
econazole	lanosterol demethylase inhibitor, sterol demethylase inhibitor	CYP51A1, NPY1R, NPY2R, TRPM2, TRPV5	Launched
ectoine-zwitterion			Preclinical
edaglitazone	PPAR receptor agonist	PPARG	Phase 2
edaravone	nootropic agent	BCL2	Launched
edelfosine	phospholipase inhibitor		Phase 2
editol			Preclinical
edoxaban	coagulation factor inhibitor	F10	Launched
edoxudine	DNA directed DNA polymerase inhibitor		Launched
edrophonium	acetylcholinesterase inhibitor	ACHE, BCHE	Launched
EDTMP	chelating agent		Preclinical
EED226	polycomb protein inhibitor	EED	Preclinical
efaproxiral	haemoglobin oxygen release stimulant	HBA1, HBB	Phase 3
efaroxan	adrenergic receptor antagonist	ADORA2A	Phase 2
efatutazone	PPAR receptor agonist	PPARG	Phase 2
efavirenz	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4	Launched
efinaconazole	lanosterol demethylase inhibitor	CYP51A1	Launched
eflornithine	ornithine decarboxylase inhibitor	ARG2, ODC1	Launched
efloxate	vasodilator		Preclinical
efonidipine-monoethanolate	L-type calcium channel blocker, T-type calcium channel blocker	CACNA1C, CACNA1G	Launched
EGF816	EGFR inhibitor	EGFR	Phase 2
eglumetad	glutamate receptor agonist	GRM2, GRM3, GRM6, GRM8	Phase 2
EG00229	neuropilin receptor antagonist	NRP1	Preclinical
EHop-016	Ras GTPase inhibitor	RAC1, RAC3	Preclinical
EIPA	transient receptor potential polycystic inhibitor, sodium/hydrogen exchanger inhibitor	ADRA2A, ASIC1, PKD2L1	Preclinical
EIT-hydrobromide	nitric oxide synthase inhibitor	NOS2, NOS3	Preclinical
EI1	histone lysine methyltransferase inhibitor	EZH2	Preclinical
elacridar	P glycoprotein inhibitor	ABCB1	Phase 1
elactocin	exportin antagonist	XPO1	Phase 1
elafibranor	PPAR receptor agonist	PPARA, PPARD	Phase 3
elagolix	gonadotropin releasing factor hormone receptor antagonist	GNRHR	Phase 3
elbasvir	HCV inhibitor		Launched
elemene	VEGFR inhibitor		Phase 2
elesclomol	oxidative stress inducer	HSPA1A	Phase 3
eletriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2B, HTR7	Launched
eliglustat	Glycosyl transferase inhibitor	UGCG	Launched
elinogrel	purinergic receptor antagonist	P2RY12	Phase 2
eliprodil	glutamate receptor antagonist	GRIN1, GRIN2B	Phase 3
ellagic-acid	glutathione transferase inhibitor, non-nucleoside reverse transcriptase inhibitor	CA1, CA12, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA9, CSNK2A1, GSK3B, PRKACA, PRKCA, PRKCB, SQLE, SYK	Phase 2
ELN-441958	bradykinin receptor antagonist	BDKRB1	Preclinical
eltanolone	membrane integrity inhibitor	GABRA1, GABRB2, GABRG2	Phase 3
eltoprazine	serotonin receptor agonist	HTR1A, HTR1B	Phase 2
eltrombopag	thrombopoietin receptor agonist	MPL	Launched
eluxadoline	opioid receptor modulator	OPRD1, OPRK1, OPRM1	Launched
elvitegravir	HIV integrase inhibitor		Launched
embelin	HCV inhibitor, XIAP inhibitor	XIAP	Preclinical
EMD-1214063	hepatocyte growth factor receptor inhibitor	MET	Phase 1
EMD-386088	serotonin receptor agonist	HTR6	Preclinical
EMD-53998	phosphodiesterase inhibitor	TNNC1	Phase 1
EMD-66684	angiotensin receptor antagonist	AGTR1	Preclinical
emedastine	histamine receptor antagonist	HRH1	Launched
emetine	protein synthesis inhibitor	RPS2	Phase 2
emodin	11-beta hydroxysteroid dehydrogenase inhibitor	CSNK2A1	Preclinical
emorfazone	antiinflammatory agent, cyclooxygenase inhibitor		Launched
emoxipin			Phase 2
empagliflozin	sodium/glucose cotransporter inhibitor	SLC5A1, SLC5A2	Launched
emtricitabine	nucleoside reverse transcriptase inhibitor		Launched
enalapril	angiotensin converting enzyme inhibitor	ACE	Launched
enalaprilat	angiotensin converting enzyme inhibitor	ACE	Launched
enasidenib	isocitrate dehydrogenase inhibitor	IDH1	Launched
enbucrilate			Launched
enciprazine	GABA receptor modulator	GABRA1	Phase 3
endo-IWR-1	PARP inhibitor	TNKS, TNKS2	Preclinical
endoxifen	estrogen receptor antagonist	ESR1	Phase 2
enflurane	membrane permeability inhibitor	ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, KCNN4	Launched
enilconazole	sterol demethylase inhibitor	CYP19A1, CYP1A2, CYP2B6, CYP2C9, CYP2J2, CYP3A4, CYP3A5, NR1I2, PPARA, PTGER2	Launched
eniluracil	dihydropyrimidine dehydrogenase inhibitor	AOX1, DPYD, XDH	Phase 3
enisamium-iodide			Launched
ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor	AURKA, FLT3, KDR, PDGFRA, PTK2, SRC	Phase 2
enocitabine	DNA synthesis inhibitor	CMPK1, RRM1, TYMS	Launched
enoxacin	topoisomerase inhibitor	TOP2A	Launched
enoximone	phosphodiesterase inhibitor	PDE3A	Launched
enoxolone	gap junction modulator	HSD11B1	Launched
enprofylline	phosphodiesterase inhibitor	ADORA1, ADORA2A, ADORA2B, ADORA3, PDE4A, PDE4B	Phase 3
enrofloxacin	bacterial DNA gyrase inhibitor		Launched
entacapone	catechol O methyltransferase inhibitor	COMT	Launched
entecavir	DNA replication inhibitor, nucleoside reverse transcriptase inhibitor		Launched
entinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC9	Phase 3
entrectinib	ALK tyrosine kinase receptor inhibitor, proto-oncogene tyrosine protein kinase inhibitor	ALK, NTRK1, NTRK2, NTRK3, ROS1	Phase 2
enzalutamide	androgen receptor antagonist	AR	Launched
enzastaurin	PKC inhibitor	AKT1, GSK3B, PRKCA, PRKCB, PRKCD, PRKCG	Phase 3
EN460	endoplasmic reticulum oxidation inhibitor	ERO1A	Preclinical
EO-1428	p38 MAPK inhibitor	MAPK11, MAPK14	Preclinical
epacadostat	indoleamine 2,3-dioxygenase inhibitor	IDO1	Phase 3
epalrestat	aldose reductase inhibitor	AKR1B1	Launched
eperezolid	bacterial 30S ribosomal subunit inhibitor		Phase 1
eperisone	acetylcholine receptor antagonist	CYP2J2	Launched
ephedrine	adrenergic receptor agonist	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2	Launched
ephedrine-(racemic)	adrenergic receptor agonist	ADRA1A, ADRA2A	Launched
epiandrosterone	steroid	G6PD	Preclinical
epicatechin-gallate-(-)	bacterial DNA gyrase inhibitor	BACE1, FASN	Phase 2
epigallocatechin-gallate-(-)	bacterial DNA gyrase inhibitor	ELANE, EP300, FASN, KAT2B, MMP14, MMP2	Phase 2/Phase 3
epinastine	histamine receptor antagonist	ADRA1A, ADRA2A, HRH1, HRH2, HTR2A, HTR7	Launched
epinephrine	adrenergic receptor agonist, neurotransmitter	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF	Launched
epinephrine-(racemic)	carbonic anhydrase activator		Launched
epirizole	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
epirubicin	topoisomerase inhibitor	CHD1, TOP2A	Launched
epitiostanol	androgen receptor agonist	AR	Launched
eplerenone	cytochrome P450 inhibitor	NR3C2	Launched
epomediol	cholesterol inhibitor	CYP7A1	Launched
epoprostenol	prostacyclin analog	P2RY12, PTGER1, PTGER4, PTGIR, PTGIS	Launched
epothilone-a	microtubule stabilizing agent		Preclinical
epothilone-b	microtubule stabilizing agent, tubulin polymerization inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	Phase 3
epothilone-d	microtubule stabilizing agent, tubulin polymerization inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	Phase 2
EPPTB	trace amine associated receptor antagonist	TAAR1	Preclinical
eprazinone	mucolytic agent		Launched
eprinomectin	benzodiazepine receptor agonist		Launched
eprobemide	monoamine oxidase inhibitor	MAOA	Launched
eprodisate	antiamyloidogenic agent, amyloid protein inhibitor	SAA1	Phase 3
eprosartan	angiotensin receptor antagonist	AGTR1	Launched
eptifibatide	platelet aggregation inhibitor	ITGA2B, ITGB3	Launched
EPZ-5676	histone lysine methyltransferase inhibitor	DOT1L	Phase 1
EPZ004777	histone lysine methyltransferase inhibitor	DOT1L	Preclinical
EPZ005687	histone lysine methyltransferase inhibitor	EZH2	Preclinical
EPZ011989	histone lysine methyltransferase inhibitor	EZH2	Preclinical
EPZ015666	protein arginine N-methyltransferase inhibitor	PRMT5	Preclinical
EPZ020411	protein arginine N-methyltransferase inhibitor	PRMT6	Preclinical
equilin	estrogen receptor agonist	HSD17B1	Preclinical
equol	estrogen receptor agonist	ESR1, ESR2	Launched
ER-27319	mediator release inhibitor, SYK inhibitor	SYK	Preclinical
ER-50891	retinoid receptor antagonist	RARA	Preclinical
erastin	ion channel antagonist	VDAC2	Preclinical
erbstatin-analog	EGFR inhibitor, tyrosine kinase inhibitor	EGFR	Preclinical
ercalcitriol	vitamin D receptor agonist	VDR	Phase 1
erdafitinib	FGFR inhibitor	FGFR1, FGFR2, FGFR3, FGFR4	Phase 2
erdosteine	mucolytic agent		Launched
ergocalciferol	vitamin analog	VDR	Launched
ergonovine	adrenergic receptor agonist, serotonin receptor agonist	ADRA1A, HTR1E	Launched
ergosterol	vitamin D precursor		Preclinical
ergotamine	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, DRD1, DRD2, DRD5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, SLC6A2	Launched
ERK5-IN-1	MAP kinase inhibitor	MAPK7	Preclinical
erlotinib	EGFR inhibitor	EGFR, NR1I2	Launched
ertapenem	bacterial cell wall synthesis inhibitor		Launched
erteberel	estrogen receptor agonist	ESR1, ESR2	Phase 2
ertugliflozin	sodium/glucose cotransporter inhibitor	SLC5A2	Launched
erythritol			Launched
erythromycin	NFkB pathway inhibitor	MLNR	Launched
erythromycin-estolate	bacterial 50S ribosomal subunit inhibitor	ABCB1, ALB, CYP3A4, CYP51A1, KCNH2, MLNR, SLC47A1	Launched
erythromycin-ethylsuccinate	cytochrome P450 inhibitor, protein synthesis inhibitor	ABCB1, ALB, CYP3A4, CYP51A1, KCNH2, MLNR, SLC47A1	Launched
erythrosine	coloring agent		Preclinical
esaprazole			Phase 2
escin	nitric oxide synthase stimulant		Launched
escitalopram	selective serotonin reuptake inhibitor (SSRI)	ADRA1A, CHRM1, HRH1, SLC6A2, SLC6A3, SLC6A4	Launched
esculin	antioxidant		Phase 1
eseroline-(-)	acetylcholinesterase inhibitor	OPRD1, OPRM1	Preclinical
ESI-09	EPAC inhibitor	RAPGEF3, RAPGEF4	Preclinical
eslicarbazepine-acetate	sodium channel blocker	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	Launched
esmolol	adrenergic receptor antagonist	ADRB1	Launched
esomeprazole	ATPase inhibitor	ATP4A	Launched
estetrol	selective estrogen receptor modulator (SERM)	ESR1	Phase 3
estradiol	estrogen receptor agonist	ESR1, ESR2, GPER1, KCNMA1, NR1I2	Launched
estradiol-acetate	estrogen receptor agonist	ESR1	Launched
estradiol-benzoate	contraceptive agent	ESR1	Preclinical
estradiol-cypionate	estrogen receptor agonist	ESR1	Launched
estradiol-valerate	estrogen receptor agonist	ESR1	Launched
estramustine	DNA alkylating agent	ESR1, ESR2, MAP1A, MAP2	Launched
estramustine-phosphate	DNA synthesis inhibitor, microtubule inhibitor	ESR1, ESR2, MAP1A, MAP2	Launched
estriol	estrogen receptor agonist	ESR1, ESR2	Launched
estrone	estrogen receptor agonist, estrogenic hormone	ESR1, ESR2	Launched
estropipate	estrogen receptor agonist	ESR1, ESR2	Launched
eszopiclone	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO	Launched
etacrynic-acid	sodium/potassium/chloride transporter inhibitor	ATP1A1, SLC12A1	Launched
etafenone	calcium channel blocker		Launched
etamsylate	haemostatic agent		Launched
etanidazole	bacterial cell wall synthesis inhibitor		Phase 3
etazolate	phosphodiesterase inhibitor	GABRB3, PDE4A	Phase 2
ETC-1002	AMPK inhibitor	ACLY	Phase 3
ETC-159	porcupine inhibitor, beta catenin inhibitor	PORCN	Phase 1
etebenecid	uricosuric blocker		Preclinical
eterobarb	anticonvulsant		Phase 2
ethacizin	anticonvulsant		Launched
ethacridine-lactate-monohydrate	DNA intercalating agent		Preclinical
ethambutol	bacterial cell wall synthesis inhibitor		Launched
ethamivan	respiratory stimulant		Preclinical
ethanolamine-oleate	immunostimulant	F12, FABP4, FFAR1, FFAR4, PLD2	Launched
ethaverine	calcium channel blocker		Launched
ethenzamide	analgesic agent		Launched
ethimizol			Phase 1
ethinyl-estradiol	estrogen receptor agonist, estrogenic hormone	ESR1, ESR2, NR1I2	Launched
ethionamide	mycolic synthesis inhibitor		Launched
ethisterone	progestogen hormone	TYR	Launched
ethopabate	antiprotozoal agent		Launched
ethosuximide	succinimide antiepileptic	CACNA1G, CACNA1H, CACNA1I	Launched
ethotoin	hydantoin antiepileptic	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	Launched
ethoxyquin	antioxidant		Preclinical
ethoxzolamide	carbonic anhydrase inhibitor	CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA9	Launched
ethyl-paraben			Preclinical
ethyl-pyruvate	tumor necrosis factor production inhibitor	HMGB1, TNF	Phase 2
ethyl-vanillin			Preclinical
ethyl-2-(carbamoyloxy)benzoate			Phase 1
ethylenediaminetetraacetic-acid	PKC inhibitor		Launched
ethylnorepinephrine	bronchodilator		Preclinical
ethynodiol-diacetate		ESR1, PGR	Launched
eticlopride	dopamine receptor antagonist	DRD2, DRD3, DRD4	Preclinical
etidronic-acid	bone resorption inhibitor	ATP6V1A, PTPRS	Launched
etifenin	renal function diagnostic agent		Preclinical
etifoxine	GABA receptor modulator	GABRA1, GABRA2, GABRA3, GABRA5	Launched
etilefrine	adrenergic receptor agonist	ADRA1A, ADRB1	Launched
etilevodopa	dopamine receptor agonist	DRD3	Phase 3
etizolam	benzodiazepine receptor agonist	GABRA1	Launched
etodolac	cyclooxygenase inhibitor	PTGS1, PTGS2, RXRA	Launched
etofenamate	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
etofibrate	PPAR receptor agonist	PPARA	Launched
etofylline	adenosine receptor antagonist	ADORA1	Launched
etofylline-clofibrate	platelet aggregation inhibitor	PPARA	Launched
etomidate	GABA receptor modulator	ADRA2B, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	Launched
etomoxir	carnitine palmitoyltransferase inhibitor	CPT1A	Phase 2
etonogestrel	progesterone receptor agonist	ESR1, PGR	Launched
etoposide	topoisomerase inhibitor	TOP2A, TOP2B	Launched
etoposide-phosphate	topoisomerase inhibitor	TOP2A	Launched
etoricoxib	cyclooxygenase inhibitor	PTGS2	Launched
etosalamide	anti-inflammatory agent		Preclinical
etoxybamide			Phase 2
ETP-45658	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG	Preclinical
ETP-46464	ATR kinase inhibitor		Preclinical
etravirine	non-nucleoside reverse transcriptase inhibitor	CYP2C19, CYP2C9, CYP3A4	Launched
etretinate	protein synthesis inhibitor	RARA, RARB, RARG, RXRA, RXRB, RXRG	Withdrawn
eucalyptol	acetylcholinesterase inhibitor	ACHE	Launched
eucatropine	acetylcholine receptor antagonist		Preclinical
eugenol	androgen receptor antagonist	AR	Launched
EUK-134	catalase stimulant	APP, SOD2	Preclinical
eupatilin	mucus protecting agent		Launched
evacetrapib	cholesteryl ester transfer protein inhibitor	CETP	Phase 3
evans-blue	glutamate receptor negative allosteric modulator	GRIA1, PTPN1	Launched
evatanepag	prostaglandin inhibitor	PTGER2, PTGER4	Phase 2
everolimus	mTOR inhibitor	MTOR	Launched
evodiamine	ATPase inhibitor, TRPV agonist	TRPV1	Preclinical
EVP-6124	acetylcholine receptor agonist	CHRNA7	Phase 3
EVP4593	NFkB pathway inhibitor		Preclinical
EW-7197	TGF beta receptor inhibitor	ACVR1B, TGFBR1	Phase 1
EX-527	SIRT inhibitor	SIRT1	Phase 2
exalamide	membrane permeability inhibitor		Launched
examorelin	growth hormone releasing factor agonist	GHRHR, GHSR	Phase 2
exatecan-mesylate	topoisomerase inhibitor	TOP1	Phase 3
exemestane	aromatase inhibitor	CYP19A1	Launched
exenatide	GLP receptor agonist	GLP1R	Launched
exherin	cadherin antagonist	CDH2	Phase 2
exifone	nootropic agent	TYR	Withdrawn
exisulind	phosphodiesterase inhibitor	PDE5A	Phase 3
exo-IWR-1	WNT signaling inhibitor negative control	TNKS	Preclinical
EXO-1	ARF inhibitor		Preclinical
ezatiostat	glutathione transferase inhibitor	GSTP1	Phase 2
ezetimibe	cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist	ANPEP, NPC1L1, SOAT1	Launched
ezutromid	utrophin enhancer	UTRN	Phase 2
E7449	PARP inhibitor	PARP1, PARP2, TNKS, TNKS2	Phase 1/Phase 2
F-11440	serotonin receptor agonist	HTR1A	Phase 2
fadrozole	aromatase inhibitor	CYP11B1, CYP19A1	Launched
fagomine	glucosidase inhibitor	GLB1	Phase 2
falecalcitriol	vitamin D receptor agonist	VDR	Launched
famciclovir	DNA polymerase inhibitor		Launched
famotidine	histamine receptor antagonist	HRH2	Launched
famprofazone	cyclooxygenase inhibitor		Preclinical
fananserin	dopamine receptor antagonist, serotonin receptor antagonist	HTR2A	Phase 2
fanetizole	neutrophil superoxide production		Phase 3
farnesyl-thiosalicylic-acid-amide	Ras GTPase inhibitor	HRAS	Phase 1
faropenem	lactamase inhibitor		Launched
faropenem-medoxomil	lactamase inhibitor		Launched
fasudil	rho associated kinase inhibitor	PKIA, PRKACA, ROCK1, ROCK2	Launched
favipiravir	RNA polymerase inhibitor		Phase 3
FCE-22250	DNA directed DNA polymerase inhibitor		Phase 1
fdcyd	DNA methyltransferase inhibitor		Phase 2
febuxostat	xanthine oxidase inhibitor	XDH	Launched
felbamate	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	Launched
felbinac	cyclooxygenase inhibitor	CTSL	Launched
felbinac-ethyl	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
felodipine	calcium channel blocker	CACNA1C, CACNA1D, CACNA1F, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2	Launched
fenaclon			Preclinical
fenbendazole	tubulin polymerization inhibitor	TUBB	Launched
fenbufen	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
fenclonine-(+/-)	tryptophan hydroxylase inhibitor	PAH, TPH1, TPH2	Preclinical
fendiline	calcium channel blocker	HTR2B	Preclinical
fenigam	benzodiazepine receptor agonist	GABBR1, GABBR2	Launched
fenipentol	choleretic agent		Launched
fenobam	glutamate receptor antagonist	GRM5	Phase 2
fenofibrate	PPAR receptor agonist	MMP25, PPARA	Launched
