genes,bHCsmB_S1R1,bHCsmB_S1R2,bHCsmB_S1R3,bSLEsmB_S1R1,bSLEsmB_S1R2,bSLEsmB_S1R3
ENSG00000267743,2,0,0,3,0,0
ENSG00000267744,0,0,0,0,0,0
ENSG00000267745,3,1,2,2,7,3
ENSG00000267746,0,0,0,0,0,0
ENSG00000267748,0,0,0,0,0,0
ENSG00000267749,43,31,3,30,14,17
ENSG00000267750,3,5,3,1,0,25
ENSG00000267751,5,0,0,5,0,0
ENSG00000267752,0,1,0,2,1,1
ENSG00000267755,0,0,0,0,0,0
ENSG00000267756,0,0,0,0,0,0
ENSG00000267757,4,7,0,0,0,0
ENSG00000267758,11,5,4,2,2,12
ENSG00000267760,0,0,0,0,0,0
ENSG00000267761,0,0,0,0,0,0
ENSG00000267762,0,9,0,0,0,1
ENSG00000267764,12,0,4,1,0,1
ENSG00000267765,2,0,0,0,0,0
ENSG00000267766,17,0,1,3,8,1
ENSG00000267767,40,13,1,14,35,13
ENSG00000267768,0,9,0,0,0,1
ENSG00000267769,3,3,0,2,0,2
ENSG00000267770,0,0,0,0,0,0
ENSG00000267771,0,2,0,6,29,0
ENSG00000267772,0,0,0,0,0,0
ENSG00000267773,3,0,0,0,0,0
ENSG00000267774,0,0,0,0,0,0
ENSG00000267775,0,0,0,0,0,0
ENSG00000267777,0,0,0,4,0,0
ENSG00000267778,0,0,0,0,0,0
ENSG00000267779,2,1,0,0,0,0
ENSG00000267780,0,0,0,0,0,0
ENSG00000267781,14,2,2,9,0,0
ENSG00000267782,0,0,0,0,0,0
ENSG00000267783,1,3,0,1,0,0
ENSG00000267784,30,21,9,8,1,0
ENSG00000267786,0,0,0,0,0,4
ENSG00000267787,354,235,68,238,859,333
ENSG00000267788,0,0,0,1,0,0
ENSG00000267789,0,0,0,0,0,0
ENSG00000267790,0,0,0,0,0,0
ENSG00000267791,0,0,0,0,0,0
ENSG00000267792,0,0,0,0,0,0
ENSG00000267793,0,1,21,0,0,0
ENSG00000267794,0,0,0,0,0,0
ENSG00000267795,0,0,2,0,0,0
ENSG00000267796,15,3,4,17,12,0
ENSG00000267797,0,0,0,0,0,0
ENSG00000267799,0,0,0,0,0,0
ENSG00000267800,2,4,0,3,22,0
ENSG00000267801,0,2,0,3,0,1
ENSG00000267808,0,0,0,2,0,0
ENSG00000267809,2,4,3,4,6,2
ENSG00000267811,2,5,3,2,0,4
ENSG00000267815,0,0,0,0,0,0
ENSG00000267827,0,0,0,0,0,0
ENSG00000267828,0,0,0,0,0,0
ENSG00000267834,2,2,1,3,0,0
ENSG00000267838,7,22,1,24,34,29
ENSG00000267852,29,2,5,27,54,5
ENSG00000267855,8,20,12,4,7,5
ENSG00000267857,0,0,0,0,0,0
ENSG00000267858,26,13,2,34,24,15
ENSG00000267868,0,1,0,0,0,0
ENSG00000267871,38,43,7,62,9,20
ENSG00000267872,0,0,0,0,0,0
ENSG00000267879,0,0,0,5,0,0
ENSG00000267881,0,0,0,0,0,0
ENSG00000267882,5,2,0,5,1,16
ENSG00000267886,2,4,0,0,0,0
ENSG00000267890,0,0,0,0,0,0
ENSG00000267892,5,18,5,5,24,0
ENSG00000267895,0,0,0,0,0,0
ENSG00000267898,0,3,2,8,0,0
ENSG00000267904,5,29,25,23,21,12
ENSG00000267905,0,1,0,2,0,0
ENSG00000267908,2,1,0,0,24,0
ENSG00000267909,0,0,0,0,0,0
ENSG00000267919,0,0,0,0,0,0
ENSG00000267920,0,0,1,0,0,0
ENSG00000267922,0,0,0,0,0,0
ENSG00000267924,3,7,1,3,0,0
ENSG00000267927,0,0,0,1,0,0
ENSG00000267934,49,11,42,67,94,7
ENSG00000267938,0,0,2,0,0,0
ENSG00000267939,1,0,2,2,1,5
ENSG00000267940,2,2,1,13,5,0
ENSG00000267943,10,0,1,0,4,0
ENSG00000267952,0,0,0,0,0,0
ENSG00000267959,1,1,1,0,0,0
ENSG00000267961,0,0,0,0,0,0
ENSG00000267968,0,0,0,0,0,0
ENSG00000267978,0,0,0,0,0,0
ENSG00000267980,3,2,0,7,2,0
ENSG00000267984,0,0,0,0,0,0
ENSG00000267986,0,1,0,0,0,1
ENSG00000267990,0,1,0,0,0,0
ENSG00000267992,0,0,0,1,0,0
ENSG00000268001,145,77,70,180,258,95
ENSG00000268006,16,21,1,26,42,5
ENSG00000268009,0,0,0,0,0,0
ENSG00000268015,15,10,4,7,1,5
ENSG00000268020,0,0,0,0,0,0
ENSG00000268027,756,634,241,904,712,522
ENSG00000268030,48,23,9,25,22,11
ENSG00000268034,0,4,4,3,1,0
ENSG00000268038,0,0,0,0,0,0
ENSG00000268041,26,26,17,25,7,6
ENSG00000268043,174,202,116,179,263,152
ENSG00000268047,10,20,4,15,23,0
ENSG00000268049,10,5,4,6,3,1
ENSG00000268051,8,0,0,5,9,3
ENSG00000268053,0,0,1,0,0,0
ENSG00000268055,0,0,0,0,0,0
ENSG00000268056,2,1,3,2,12,4
ENSG00000268058,2,3,10,7,3,16
ENSG00000268061,11,20,1,12,11,3
ENSG00000268062,0,8,1,2,21,1
ENSG00000268066,11,12,0,12,0,1
ENSG00000268067,0,0,0,0,0,0
ENSG00000268069,2,7,0,4,0,1
ENSG00000268070,0,4,12,2,2,4
ENSG00000268074,0,0,0,0,0,0
ENSG00000268078,0,0,0,0,0,0
ENSG00000268079,0,2,0,2,0,0
ENSG00000268080,0,0,0,0,0,0
ENSG00000268081,5,4,0,9,19,13
ENSG00000268083,0,0,0,0,0,0
ENSG00000268087,45,56,22,16,2,15
ENSG00000268088,0,0,0,0,0,0
ENSG00000268089,0,0,0,0,1,1
ENSG00000268093,2,9,0,8,3,0
ENSG00000268095,0,2,0,1,0,2
ENSG00000268100,0,0,0,0,0,0
ENSG00000268101,0,0,0,0,0,0
ENSG00000268104,0,0,0,0,0,1
ENSG00000268105,5,3,3,4,1,2
ENSG00000268107,0,0,0,0,0,0
ENSG00000268108,0,0,0,0,0,0
ENSG00000268112,0,0,0,0,0,0
ENSG00000268116,0,0,2,0,0,0
ENSG00000268117,7,0,0,9,34,18
ENSG00000268119,33,25,27,34,31,61
ENSG00000268120,0,0,0,0,0,0
ENSG00000268129,0,0,3,2,5,0
ENSG00000268133,0,0,0,0,0,0
ENSG00000268140,0,0,1,0,0,0
ENSG00000268144,0,0,1,0,0,0
ENSG00000268148,0,0,0,0,0,0
ENSG00000268149,0,0,0,0,0,0
ENSG00000268153,0,0,0,0,0,0
ENSG00000268154,13,4,0,2,15,2
ENSG00000268157,7,0,0,0,0,0
ENSG00000268163,3,0,0,0,0,3
ENSG00000268170,5,0,0,0,0,0
ENSG00000268173,0,3,0,0,0,0
ENSG00000268174,4,0,0,0,0,6
ENSG00000268181,0,0,0,0,0,0
ENSG00000268182,5,0,11,1,0,1
ENSG00000268184,0,0,0,2,0,0
ENSG00000268186,0,0,0,0,0,0
ENSG00000268189,1,1,0,1,0,0
ENSG00000268191,0,0,0,0,0,0
ENSG00000268193,0,0,0,0,0,0
ENSG00000268199,3,1,0,0,0,0
ENSG00000268201,2,7,4,7,0,13
ENSG00000268203,0,0,0,0,0,0
ENSG00000268204,5,4,5,3,2,0
ENSG00000268205,463,766,349,712,1741,657
ENSG00000268209,0,0,0,0,0,0
ENSG00000268218,30,25,11,5,29,4
ENSG00000268221,0,0,0,0,0,0
ENSG00000268222,20,9,3,2,17,7
ENSG00000268223,8,0,2,11,0,12
ENSG00000268230,4,15,6,20,10,0
ENSG00000268231,0,0,0,0,0,0
ENSG00000268234,0,0,0,0,1,0
ENSG00000268235,0,0,0,0,0,0
ENSG00000268238,0,0,0,0,0,0
ENSG00000268240,0,0,0,0,0,0
ENSG00000268243,0,0,0,0,0,0
ENSG00000268257,0,0,0,1,4,5
ENSG00000268266,0,8,0,0,4,1
ENSG00000268267,0,0,3,1,0,0
ENSG00000268272,0,0,0,0,0,0
ENSG00000268278,0,0,0,0,0,1
ENSG00000268279,4,3,0,0,3,0
ENSG00000268282,0,0,0,0,0,0
ENSG00000268287,0,0,0,0,0,0
ENSG00000268288,0,1,0,0,1,0
ENSG00000268289,0,0,0,0,2,0
ENSG00000268292,0,0,0,0,0,0
ENSG00000268293,18,1,1,2,0,3
ENSG00000268295,0,0,0,0,0,0
ENSG00000268296,0,0,0,0,0,0
ENSG00000268297,0,0,0,0,0,0
ENSG00000268307,0,0,0,0,0,0
ENSG00000268309,0,0,0,0,0,0
ENSG00000268316,0,0,0,0,0,0
ENSG00000268318,0,0,0,0,0,0
ENSG00000268320,0,0,0,0,0,0
ENSG00000268322,28,11,30,14,16,16
ENSG00000268324,0,0,0,1,0,0
ENSG00000268326,0,0,0,0,0,0
ENSG00000268333,0,0,0,0,0,1
ENSG00000268335,0,0,0,0,0,0
ENSG00000268336,0,0,0,0,0,0
ENSG00000268350,1,0,0,0,1,0
ENSG00000268355,45,47,5,34,10,39
ENSG00000268357,0,0,0,0,0,0
ENSG00000268361,0,0,0,0,0,0
ENSG00000268362,1387,941,415,546,1428,509
ENSG00000268364,9,20,5,5,8,1
ENSG00000268366,9,0,1,5,0,0
ENSG00000268375,6,0,1,7,2,0
ENSG00000268379,1,1,1,0,0,2
ENSG00000268388,0,0,0,0,1,0
ENSG00000268390,0,0,0,0,0,0
ENSG00000268391,0,0,0,0,0,0
ENSG00000268392,2,0,0,0,1,0
ENSG00000268400,2,0,0,2,0,0
ENSG00000268401,11,28,20,30,14,22
ENSG00000268403,37,7,1,12,1,5
ENSG00000268407,0,0,0,0,0,0
ENSG00000268412,0,1,0,0,2,0
ENSG00000268416,1,0,0,0,0,0
ENSG00000268433,0,0,0,0,0,0
ENSG00000268434,0,0,0,0,0,0
ENSG00000268438,27,54,27,35,81,57
ENSG00000268442,5,6,2,2,2,5
ENSG00000268447,0,0,0,0,0,0
ENSG00000268455,1,0,0,1,0,0
ENSG00000268458,1,1,0,4,2,20
ENSG00000268460,0,1,0,3,1,0
ENSG00000268461,0,0,0,4,0,0
ENSG00000268465,0,0,0,0,0,0
ENSG00000268469,0,27,0,2,0,1
ENSG00000268471,16,105,32,101,81,30
ENSG00000268472,12,4,1,6,0,6
ENSG00000268473,0,0,1,0,0,0
ENSG00000268475,0,0,0,0,0,0
ENSG00000268480,0,0,0,1,0,2
ENSG00000268483,0,0,0,0,0,0
ENSG00000268486,0,0,0,0,0,0
ENSG00000268496,0,0,1,0,0,3
ENSG00000268499,12,0,5,3,3,5
ENSG00000268500,13,28,5,13,147,9
ENSG00000268505,0,0,0,0,0,0
ENSG00000268509,0,0,0,0,0,0
ENSG00000268510,1,0,0,0,0,0
ENSG00000268516,175,145,44,109,185,92
ENSG00000268518,0,0,0,0,0,0
ENSG00000268520,0,0,1,0,0,0
ENSG00000268521,19,31,18,28,86,26
ENSG00000268529,0,1,7,0,1,0
ENSG00000268530,0,0,0,0,0,0
ENSG00000268531,0,0,0,0,0,0
ENSG00000268532,0,0,0,0,0,0
ENSG00000268533,5,1,0,3,17,0
ENSG00000268535,0,0,0,0,0,0
ENSG00000268536,0,0,0,0,0,0
ENSG00000268541,0,0,0,0,0,0
ENSG00000268543,1,2,0,2,4,0
ENSG00000268545,2,1,0,0,0,8
ENSG00000268555,0,1,1,3,6,0
ENSG00000268560,2,0,0,0,0,0
ENSG00000268564,5,12,0,8,0,0
ENSG00000268565,0,0,0,0,0,0
ENSG00000268566,0,0,0,6,0,0
ENSG00000268573,18,23,22,41,59,14
ENSG00000268575,69,61,36,54,56,17
ENSG00000268580,0,0,0,0,0,0
ENSG00000268581,0,0,0,0,0,0
ENSG00000268582,0,0,0,0,0,0
ENSG00000268583,21,24,9,34,25,18
ENSG00000268584,9,5,7,7,36,0
ENSG00000268589,0,0,0,0,0,0
ENSG00000268592,0,0,0,0,0,0
ENSG00000268593,0,0,0,0,0,0
ENSG00000268595,0,0,0,0,0,0
ENSG00000268597,0,0,0,0,0,0
ENSG00000268598,0,2,0,3,0,0
ENSG00000268601,0,0,0,0,0,0
ENSG00000268603,0,0,0,0,0,0
ENSG00000268605,0,0,0,0,0,0
ENSG00000268606,0,0,0,0,0,0
ENSG00000268614,0,0,0,0,0,0
ENSG00000268615,0,0,0,0,0,0
ENSG00000268618,12,1,0,6,6,4
ENSG00000268620,0,0,0,0,0,0
ENSG00000268621,1,0,0,9,0,0
ENSG00000268623,9,4,0,0,0,0
ENSG00000268628,0,0,0,0,0,0
ENSG00000268629,2,0,0,0,0,0
ENSG00000268635,4,6,1,5,3,0
ENSG00000268636,0,0,0,0,0,0
ENSG00000268643,0,0,0,0,0,0
ENSG00000268649,0,0,0,0,0,0
ENSG00000268650,0,0,0,1,0,0
ENSG00000268651,0,0,0,0,0,0
ENSG00000268652,0,0,0,0,0,0
ENSG00000268654,0,0,0,0,0,0
ENSG00000268655,0,7,0,3,0,0
ENSG00000268658,0,2,0,0,0,2
ENSG00000268659,0,0,0,0,0,0
ENSG00000268660,0,0,0,0,0,0
ENSG00000268663,0,0,0,0,0,0
ENSG00000268669,0,0,0,0,0,0
ENSG00000268670,10,2,1,3,5,0
ENSG00000268673,0,0,0,0,0,0
ENSG00000268674,0,0,0,0,0,0
ENSG00000268677,0,0,0,0,0,0
ENSG00000268678,2,2,0,1,0,0
ENSG00000268681,0,0,0,0,0,0
ENSG00000268683,0,1,2,3,0,1
ENSG00000268685,0,0,0,0,0,0
ENSG00000268686,19,12,0,14,2,0
ENSG00000268696,2,10,0,3,4,13
ENSG00000268705,5,0,0,3,42,8
ENSG00000268707,0,1,1,0,4,0
ENSG00000268711,0,0,0,0,0,0
ENSG00000268713,0,0,0,0,0,0
ENSG00000268717,0,0,0,2,0,1
ENSG00000268723,0,2,0,1,0,0
ENSG00000268729,0,0,0,0,0,0
ENSG00000268731,2,3,0,6,9,4
ENSG00000268734,0,0,0,0,0,0
ENSG00000268736,0,0,0,0,0,0
ENSG00000268738,0,0,0,0,0,0
ENSG00000268739,0,0,0,0,0,0
ENSG00000268742,0,0,0,3,0,0
ENSG00000268743,7,15,6,9,6,7
ENSG00000268744,0,2,0,0,2,2
ENSG00000268745,0,0,0,0,0,0
ENSG00000268746,0,0,0,0,0,0
ENSG00000268747,0,0,0,3,0,3
ENSG00000268750,0,0,0,0,0,0
ENSG00000268751,1,0,0,0,0,0
ENSG00000268754,0,0,0,0,0,0
ENSG00000268756,2,1,0,7,5,5
ENSG00000268758,3,0,1,0,0,0
ENSG00000268764,19,14,3,5,8,16
ENSG00000268777,0,0,0,1,0,0
ENSG00000268785,30,13,3,11,8,25
ENSG00000268789,0,0,0,0,0,0
ENSG00000268790,0,0,0,0,0,0
ENSG00000268794,0,0,0,0,0,0
ENSG00000268797,0,0,0,0,0,0
ENSG00000268798,10,6,5,15,1,2
ENSG00000268799,0,0,0,0,0,0
ENSG00000268803,0,0,0,0,0,0
ENSG00000268804,0,0,0,1,6,0
ENSG00000268810,0,0,0,0,0,0
ENSG00000268812,0,0,0,0,0,0
ENSG00000268818,0,0,0,0,0,0
ENSG00000268823,0,0,0,0,0,0
ENSG00000268830,0,1,0,0,0,0
ENSG00000268833,0,0,0,0,0,0
ENSG00000268834,0,0,0,0,0,0
ENSG00000268836,2,4,1,11,7,2
ENSG00000268839,0,0,0,0,0,0
ENSG00000268842,0,0,0,0,0,0
ENSG00000268845,0,0,0,1,0,0
ENSG00000268847,0,6,0,0,0,0
ENSG00000268849,0,0,0,0,0,0
ENSG00000268854,0,0,0,0,0,0
ENSG00000268858,49,50,18,50,201,14
ENSG00000268864,1,0,0,0,0,0
ENSG00000268866,0,0,0,0,0,0
ENSG00000268869,0,0,0,0,0,0
ENSG00000268870,0,0,1,0,0,0
ENSG00000268873,0,0,0,0,0,0
ENSG00000268879,0,0,0,0,0,0
ENSG00000268883,0,0,0,0,0,0
ENSG00000268884,2,0,2,1,0,0
ENSG00000268886,0,0,0,0,0,0
ENSG00000268889,0,0,0,0,0,0
ENSG00000268892,0,0,0,9,0,0
ENSG00000268894,0,0,0,0,0,0
ENSG00000268895,9,5,5,11,4,14
ENSG00000268896,0,0,0,0,0,0
ENSG00000268902,0,0,0,0,0,0
ENSG00000268903,5,1,1,0,0,2
ENSG00000268906,0,0,0,0,0,0
ENSG00000268908,0,0,0,0,0,0
ENSG00000268912,4,8,4,23,56,4
ENSG00000268916,0,0,0,0,0,0
ENSG00000268922,0,0,0,0,0,0
ENSG00000268926,0,0,0,1,0,0
ENSG00000268931,0,0,0,0,0,0
ENSG00000268938,0,0,0,1,3,0
ENSG00000268940,0,0,0,0,0,0
ENSG00000268941,0,0,0,0,0,0
ENSG00000268942,0,0,0,0,7,0
ENSG00000268945,0,1,3,1,0,0
ENSG00000268947,21,12,2,17,8,3
ENSG00000268949,0,0,0,1,0,0
ENSG00000268951,0,0,0,0,0,0
ENSG00000268955,0,0,0,0,0,0
ENSG00000268957,0,0,0,0,0,0
ENSG00000268964,0,0,1,1,0,0
ENSG00000268967,0,0,0,0,0,0
ENSG00000268970,2,12,0,10,5,12
ENSG00000268975,0,0,0,0,0,0
ENSG00000268981,0,0,0,0,0,0
ENSG00000268983,0,0,0,0,0,0
ENSG00000268985,0,0,0,0,0,1
ENSG00000268987,17,7,15,10,12,0
ENSG00000268988,0,0,0,1,0,0
ENSG00000268992,3,14,0,2,1,1
ENSG00000268993,0,0,0,0,0,0
ENSG00000268994,0,0,0,0,0,0
ENSG00000268995,0,0,0,0,0,0
ENSG00000268996,19,14,0,12,2,18
ENSG00000268997,0,0,0,0,0,0
ENSG00000269001,110,154,27,132,122,97
ENSG00000269009,1,0,0,0,0,0
ENSG00000269012,0,0,0,0,0,0
ENSG00000269014,0,0,0,0,0,0
ENSG00000269019,3,0,0,1,0,1
ENSG00000269021,0,0,0,0,0,0
ENSG00000269025,0,0,0,1,0,0
ENSG00000269026,0,0,0,0,0,0
ENSG00000269028,2552,1561,611,2014,2539,1187
ENSG00000269032,0,0,0,0,0,0
ENSG00000269035,0,0,0,0,0,0
ENSG00000269037,0,0,0,0,0,0
ENSG00000269038,9,6,3,2,0,0
ENSG00000269040,2,8,0,0,1,1
ENSG00000269043,0,0,0,0,0,0
ENSG00000269044,200,215,137,89,152,123
ENSG00000269050,0,0,0,2,1,1
ENSG00000269053,0,0,0,4,0,0
ENSG00000269054,1,2,0,1,5,0
ENSG00000269055,0,0,0,0,0,0
ENSG00000269058,0,2,0,0,0,0
ENSG00000269066,2,3,1,1,0,2
ENSG00000269067,1,0,1,3,1,0
ENSG00000269068,0,0,0,0,0,0
ENSG00000269069,69,89,14,59,99,33
ENSG00000269072,0,0,0,0,0,0
ENSG00000269082,0,0,0,0,0,0
ENSG00000269085,0,0,0,0,0,0
ENSG00000269086,31,34,12,15,245,1
ENSG00000269091,0,13,0,7,9,0
ENSG00000269095,0,0,0,0,0,0
ENSG00000269096,0,0,0,0,0,0
ENSG00000269097,0,0,0,0,0,1
ENSG00000269099,0,0,0,0,0,0
ENSG00000269102,13,9,11,16,11,17
ENSG00000269103,0,0,0,0,0,1
ENSG00000269106,0,0,0,0,0,0
ENSG00000269107,0,0,0,0,0,0
ENSG00000269110,0,0,0,0,0,0
ENSG00000269113,2,0,0,5,0,0
ENSG00000269118,0,0,0,1,0,0
ENSG00000269119,0,3,1,0,0,1
ENSG00000269124,0,0,0,0,0,0
ENSG00000269125,0,0,0,0,0,0
ENSG00000269130,0,0,0,0,0,0
ENSG00000269136,0,0,0,0,0,0
ENSG00000269138,1,0,1,1,3,0
ENSG00000269139,0,0,0,0,0,0
ENSG00000269145,0,0,0,0,0,0
ENSG00000269148,43,61,17,36,90,19
ENSG00000269151,0,0,0,0,0,0
ENSG00000269153,0,0,0,0,0,0
ENSG00000269154,0,0,0,0,0,0
ENSG00000269155,0,0,0,0,0,0
ENSG00000269161,0,2,10,3,0,4
ENSG00000269172,4,8,0,2,0,2
ENSG00000269176,6,9,0,4,1,0
ENSG00000269177,0,0,0,1,0,0
ENSG00000269179,0,0,0,0,0,0
ENSG00000269181,0,0,0,0,0,0
ENSG00000269186,0,0,0,0,0,0
ENSG00000269188,0,0,0,0,0,0
ENSG00000269189,0,0,0,0,0,0
ENSG00000269190,0,0,0,0,0,0
ENSG00000269191,2,0,0,0,9,0
ENSG00000269194,1,3,0,0,4,0
ENSG00000269210,0,0,0,0,0,0
ENSG00000269220,58,65,30,75,16,43
ENSG00000269226,1,5,0,0,1,0
ENSG00000269228,0,2,2,2,0,0
ENSG00000269235,223,187,118,81,249,231
ENSG00000269236,0,0,0,0,0,0
ENSG00000269237,0,0,0,0,0,0
ENSG00000269242,1,1,0,0,0,0
ENSG00000269243,5,9,4,24,76,35
ENSG00000269244,0,0,1,0,0,0
ENSG00000269246,1,8,0,3,4,0
ENSG00000269253,0,0,0,0,0,0
ENSG00000269256,0,0,0,0,0,0
ENSG00000269266,0,0,0,0,0,0
ENSG00000269271,0,0,0,0,0,0
ENSG00000269274,3,2,0,1,4,3
ENSG00000269275,0,0,0,0,0,0
ENSG00000269281,0,0,0,0,0,0
ENSG00000269288,0,0,0,0,0,0
ENSG00000269289,11,5,1,7,6,4
ENSG00000269292,0,0,0,0,0,0
ENSG00000269293,121,179,112,164,187,77
ENSG00000269296,0,0,0,2,0,0
ENSG00000269300,0,2,0,0,0,0
ENSG00000269303,0,2,0,1,0,0
ENSG00000269304,3,8,4,12,11,2
ENSG00000269307,0,0,0,0,0,0
ENSG00000269313,6,20,0,5,15,1
ENSG00000269316,0,0,0,0,0,0
ENSG00000269318,2,10,1,6,2,1
ENSG00000269320,0,0,0,0,0,1
ENSG00000269321,5,0,0,1,0,0
ENSG00000269332,1,1,0,0,0,0
ENSG00000269335,9,1,0,4,1,3
ENSG00000269343,357,284,216,294,379,203
ENSG00000269345,0,0,0,0,0,0
ENSG00000269349,0,0,0,0,0,0
ENSG00000269350,0,0,0,0,1,0
ENSG00000269352,36,41,10,13,44,11
ENSG00000269353,0,0,0,0,1,0
ENSG00000269354,0,0,0,0,0,0
ENSG00000269356,0,0,0,0,0,0
ENSG00000269364,0,1,0,0,0,0
ENSG00000269365,12,5,5,0,148,2
ENSG00000269371,0,0,0,0,0,0
ENSG00000269373,0,0,0,1,0,0
ENSG00000269374,0,1,0,0,0,0
ENSG00000269376,0,0,0,0,0,0
ENSG00000269378,35,35,15,50,64,29
ENSG00000269383,0,0,1,2,0,0
ENSG00000269385,0,0,0,0,0,0
ENSG00000269386,8,6,1,4,7,8
ENSG00000269387,3,2,0,4,0,1
ENSG00000269388,6,18,6,25,18,10
ENSG00000269391,0,0,1,0,0,0
ENSG00000269392,0,0,0,6,0,1
ENSG00000269397,8,18,5,8,17,1
ENSG00000269399,7,3,1,9,4,1
ENSG00000269400,1,0,0,5,0,0
ENSG00000269403,0,0,0,0,1,0
ENSG00000269404,467,817,255,769,810,408
ENSG00000269405,0,0,0,0,0,0
ENSG00000269416,0,0,2,2,3,0
ENSG00000269419,0,0,0,0,0,0
ENSG00000269420,10,0,0,2,23,2
ENSG00000269421,4,0,6,2,0,0
ENSG00000269425,0,0,0,0,0,0
ENSG00000269427,8,6,6,4,1,13
ENSG00000269431,0,1,1,0,0,2
ENSG00000269433,0,0,0,0,0,0
ENSG00000269437,0,0,0,0,0,0
ENSG00000269439,33,34,24,48,21,27
ENSG00000269444,3,4,0,1,0,1
ENSG00000269445,0,0,0,0,0,0
ENSG00000269446,0,0,0,0,0,0
ENSG00000269458,0,0,0,0,0,0
ENSG00000269460,0,0,0,0,0,0
ENSG00000269463,15,26,12,18,31,5
ENSG00000269466,0,0,0,0,0,0
ENSG00000269469,0,0,0,0,0,0
ENSG00000269471,1,0,0,0,0,0
ENSG00000269473,2,8,2,4,0,2
ENSG00000269475,0,0,0,0,0,0
ENSG00000269476,0,0,0,0,0,0
ENSG00000269480,0,0,0,0,2,0
ENSG00000269481,5,4,1,1,0,4
ENSG00000269482,0,0,0,0,2,0
ENSG00000269483,0,0,0,0,0,0
ENSG00000269486,9,2,1,4,0,3
ENSG00000269487,1,0,0,1,0,0
ENSG00000269489,0,0,0,1,0,0
ENSG00000269495,0,0,0,0,0,0
ENSG00000269502,0,0,0,0,0,0
ENSG00000269504,0,0,0,0,1,0
ENSG00000269505,0,0,0,0,0,0
ENSG00000269506,76,51,47,18,64,26
ENSG00000269509,0,0,0,0,0,0
ENSG00000269514,4,4,4,10,1,5
ENSG00000269516,0,0,0,0,0,0
ENSG00000269519,0,0,0,0,0,0
ENSG00000269524,0,0,0,0,0,0
ENSG00000269526,2,0,0,1,1,0
ENSG00000269533,0,0,0,1,0,0
ENSG00000269534,8,6,1,2,8,20
ENSG00000269535,77,130,62,55,230,153
ENSG00000269540,0,0,0,0,1,0
ENSG00000269543,0,0,0,0,0,0
ENSG00000269546,0,0,0,0,0,0
ENSG00000269547,0,0,0,0,0,0
ENSG00000269552,0,0,0,0,0,0
ENSG00000269553,23,25,3,22,4,2
ENSG00000269556,70,47,15,47,36,8
ENSG00000269559,1,2,0,0,0,0
ENSG00000269560,21,22,15,7,79,29
ENSG00000269564,0,0,0,0,0,0
ENSG00000269565,0,0,0,0,0,0
ENSG00000269570,32,57,19,24,50,25
ENSG00000269575,0,0,0,0,0,0
ENSG00000269576,0,0,0,0,0,0
ENSG00000269578,0,0,0,0,0,0
ENSG00000269580,0,0,0,0,0,0
ENSG00000269583,0,0,0,0,0,0
ENSG00000269584,0,0,0,0,0,0
ENSG00000269586,0,0,0,0,0,0
ENSG00000269588,0,0,0,0,0,0
ENSG00000269590,0,0,0,0,0,0
ENSG00000269599,0,0,0,0,0,0
ENSG00000269600,0,0,0,0,0,0
ENSG00000269604,0,0,0,0,0,0
ENSG00000269608,1,0,0,0,0,0
ENSG00000269609,204,284,72,274,360,146
ENSG00000269615,0,0,0,0,0,0
ENSG00000269621,0,0,1,1,0,3
ENSG00000269622,0,0,0,0,0,0
ENSG00000269635,0,0,0,0,0,0
ENSG00000269637,0,4,0,0,0,0
ENSG00000269646,0,8,0,2,3,0
ENSG00000269651,0,0,0,0,0,0
ENSG00000269652,0,0,0,0,0,0
ENSG00000269653,103,51,60,54,96,113
ENSG00000269656,0,2,0,0,0,4
ENSG00000269662,6,3,0,5,0,5
ENSG00000269667,0,0,1,2,0,0
ENSG00000269678,0,0,0,0,0,0
ENSG00000269680,19,32,0,19,6,8
ENSG00000269681,0,0,0,0,0,0
ENSG00000269688,21,6,1,5,28,8
ENSG00000269692,0,0,0,0,0,0
ENSG00000269693,0,0,0,0,0,0
ENSG00000269694,1,0,0,0,0,0
ENSG00000269696,15,10,5,22,10,42
ENSG00000269699,0,1,0,3,0,0
ENSG00000269706,0,0,0,0,0,0
ENSG00000269707,1,0,0,1,2,0
ENSG00000269711,0,0,0,0,0,0
ENSG00000269713,71,50,27,71,41,43
ENSG00000269720,0,8,0,19,24,9
ENSG00000269729,0,0,0,0,0,0
ENSG00000269732,0,0,0,0,0,0
ENSG00000269736,0,0,0,0,0,0
ENSG00000269737,40,60,17,43,142,14
ENSG00000269741,0,0,0,0,0,0
ENSG00000269742,0,2,3,0,0,2
ENSG00000269743,65,44,36,57,123,65
ENSG00000269745,0,0,0,0,0,0
ENSG00000269749,0,0,0,0,0,0
ENSG00000269752,0,0,0,0,1,0
ENSG00000269755,5,3,3,2,0,1
ENSG00000269758,0,0,0,0,0,0
ENSG00000269761,0,0,0,0,0,0
ENSG00000269763,0,0,0,1,0,0
ENSG00000269765,1,1,1,0,2,0
ENSG00000269776,0,0,2,0,0,1
ENSG00000269779,0,1,0,0,0,0
ENSG00000269782,0,0,0,0,0,0
ENSG00000269786,0,0,0,0,0,0
ENSG00000269787,0,0,0,0,0,0
ENSG00000269791,0,0,0,0,0,0
ENSG00000269792,0,0,0,0,0,0
ENSG00000269793,0,0,0,0,0,0
ENSG00000269794,1,6,0,0,0,0
