genes,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4,smB_S2R1,smB_S2R2,smB_S2R3
ENSG00000135698,243,231,256,188,216,339,208
ENSG00000135702,0,0,0,0,1,0,0
ENSG00000135709,109,130,199,169,91,90,146
ENSG00000135720,657,595,416,434,592,416,358
ENSG00000135722,38,32,12,22,22,31,26
ENSG00000135723,194,169,141,106,171,45,67
ENSG00000135736,48,61,26,42,66,25,13
ENSG00000135740,22,115,41,20,39,16,22
ENSG00000135744,14,10,21,5,13,7,11
ENSG00000135747,0,0,0,0,0,1,0
ENSG00000135749,255,217,144,195,83,224,91
ENSG00000135750,0,0,0,0,0,0,0
ENSG00000135763,246,289,177,90,424,70,217
ENSG00000135766,55,5,8,28,29,18,13
ENSG00000135773,0,0,0,0,0,0,0
ENSG00000135775,941,776,381,612,660,817,523
ENSG00000135776,264,192,96,129,210,132,104
ENSG00000135778,188,101,147,150,225,209,129
ENSG00000135801,166,23,63,53,100,313,25
ENSG00000135821,2011,2040,1454,2092,1858,1212,1197
ENSG00000135823,376,181,172,215,373,228,200
ENSG00000135824,0,0,0,0,0,0,0
ENSG00000135828,449,366,500,390,521,849,488
ENSG00000135829,3636,3334,2330,2543,3444,2291,2455
ENSG00000135835,1,0,6,0,7,14,19
ENSG00000135837,2151,1671,717,792,1761,838,623
ENSG00000135838,92,153,93,375,64,85,113
ENSG00000135842,1010,1066,420,560,263,80,102
ENSG00000135845,779,627,888,506,413,764,468
ENSG00000135862,158,148,127,122,352,307,197
ENSG00000135870,2523,1793,1206,1333,2313,1942,1716
ENSG00000135898,66,110,120,86,55,0,10
ENSG00000135899,5505,3644,4576,4597,4724,3933,4866
ENSG00000135900,626,348,411,552,403,532,441
ENSG00000135902,0,0,0,0,0,0,0
ENSG00000135903,0,0,0,0,0,0,0
ENSG00000135905,3590,2222,1656,1959,4256,2900,2013
ENSG00000135912,395,228,368,322,365,367,289
ENSG00000135913,552,516,176,341,523,309,199
ENSG00000135914,22,8,4,6,11,16,13
ENSG00000135916,2198,603,525,1440,2097,2855,2145
ENSG00000135917,0,0,0,0,0,0,0
ENSG00000135919,0,0,5,9,11,26,7
ENSG00000135924,121,48,74,92,86,22,47
ENSG00000135925,19,1,0,4,50,24,16
ENSG00000135926,3706,3471,2835,2752,2943,2368,2169
ENSG00000135929,3,0,21,33,0,171,54
ENSG00000135930,896,787,819,583,938,868,777
ENSG00000135931,28,12,14,0,13,0,8
ENSG00000135932,1136,1012,1064,879,932,752,727
ENSG00000135940,321,209,273,219,273,265,261
ENSG00000135945,544,359,214,325,378,281,201
ENSG00000135951,157,156,134,132,138,232,91
ENSG00000135953,515,421,285,245,435,317,243
ENSG00000135956,626,227,258,363,582,241,333
ENSG00000135960,1,0,0,0,0,0,0
ENSG00000135966,559,266,203,281,549,178,227
ENSG00000135968,2379,1749,1103,1719,2066,2132,1189
ENSG00000135972,273,347,187,225,248,336,189
ENSG00000135973,19,0,0,0,0,0,0
ENSG00000135974,167,81,172,125,103,66,135
ENSG00000135976,1487,1060,537,710,1444,1144,747
ENSG00000135999,341,310,116,316,241,353,127
ENSG00000136002,0,0,0,0,7,7,0
ENSG00000136003,2650,2461,2441,2177,2209,3336,1837
ENSG00000136010,11,8,0,43,27,34,17
ENSG00000136011,9,3,3,0,2,6,13
ENSG00000136014,160,54,15,50,231,124,48
ENSG00000136021,1221,771,491,633,1091,815,750
ENSG00000136026,971,306,291,326,834,494,525
ENSG00000136040,1842,982,800,563,1413,821,622
ENSG00000136044,463,335,252,350,360,299,260
ENSG00000136045,1776,1650,1994,1610,1414,1358,1391
ENSG00000136048,139,26,93,111,86,149,114
ENSG00000136051,6718,5522,2390,3824,5223,4223,3640
ENSG00000136052,89,53,65,71,25,56,30
ENSG00000136059,697,448,367,548,627,527,457
ENSG00000136068,2357,2031,1291,1062,1287,1130,1115
ENSG00000136098,177,261,99,177,178,130,153
ENSG00000136099,0,0,0,0,0,0,0
ENSG00000136100,1650,1223,895,984,1383,1210,1233
ENSG00000136104,2670,1449,1272,2034,1913,2822,1818
ENSG00000136108,687,521,535,323,609,463,626
ENSG00000136110,10,3,0,0,0,0,0
ENSG00000136111,133,136,211,38,91,1,62
ENSG00000136114,11,2,23,16,30,29,8
ENSG00000136122,352,207,141,85,180,120,112
ENSG00000136141,792,485,346,491,576,561,312
ENSG00000136143,421,356,209,265,324,357,360
ENSG00000136144,450,520,543,369,518,514,551
ENSG00000136146,552,435,342,561,399,441,341
ENSG00000136147,1090,881,927,1522,1087,815,964
ENSG00000136149,4,1,2,0,6,4,2
ENSG00000136152,840,881,761,662,938,662,880
ENSG00000136153,183,218,128,157,64,89,76
ENSG00000136155,0,0,0,0,0,0,0
ENSG00000136156,2873,2994,2025,4228,3017,4773,3550
ENSG00000136158,0,0,0,0,1,0,0
ENSG00000136159,205,166,81,161,156,132,71
ENSG00000136160,0,0,0,0,0,0,0
ENSG00000136161,161,27,206,173,121,141,258
ENSG00000136167,20322,16621,13995,16174,15921,18279,12057
ENSG00000136169,1208,1240,662,761,1198,1101,714
ENSG00000136193,3395,2890,1649,1397,2670,1254,1652
ENSG00000136197,0,0,0,0,0,0,0
ENSG00000136205,1425,479,465,677,2020,1257,1213
ENSG00000136206,74,13,30,15,49,22,34
ENSG00000136213,442,267,254,398,519,336,409
ENSG00000136231,41,87,22,50,26,23,9
ENSG00000136235,0,0,0,37,0,0,0
ENSG00000136237,7,30,2,9,54,9,14
ENSG00000136238,497,80,180,509,387,181,230
ENSG00000136240,1266,526,813,803,794,859,717
ENSG00000136243,281,288,249,226,318,174,235
ENSG00000136244,27,25,6,46,276,401,65
ENSG00000136247,319,264,244,334,293,358,323
ENSG00000136250,209,194,405,701,579,171,475
ENSG00000136261,476,524,336,554,353,485,410
ENSG00000136267,0,0,0,0,0,0,0
ENSG00000136270,1441,904,992,742,883,929,878
ENSG00000136271,1191,1169,995,859,1161,1166,1084
ENSG00000136273,506,436,401,459,383,433,369
ENSG00000136274,0,0,0,0,0,0,0
ENSG00000136275,0,0,0,0,4,0,0
ENSG00000136279,6477,5922,4865,4980,6768,6113,5088
ENSG00000136280,1401,941,1210,953,1417,1606,1229
ENSG00000136286,6076,7409,5094,4650,3287,3324,3417
ENSG00000136295,27,37,82,82,147,56,103
ENSG00000136297,0,0,0,0,0,0,0
ENSG00000136305,0,0,0,0,0,0,0
ENSG00000136315,0,0,7,0,0,0,0
ENSG00000136319,601,574,459,617,639,973,648
ENSG00000136327,0,0,0,0,0,0,0
ENSG00000136352,0,0,0,0,0,0,0
ENSG00000136367,19,0,0,0,53,13,6
ENSG00000136371,6,4,11,18,4,17,7
ENSG00000136378,0,0,0,0,0,0,0
ENSG00000136379,0,0,0,0,0,0,8
ENSG00000136381,1194,1234,738,716,1093,936,781
ENSG00000136383,0,0,0,14,0,0,0
ENSG00000136404,19,12,19,25,7,32,11
ENSG00000136425,2,0,0,0,0,1,2
ENSG00000136436,2202,2197,1680,2322,2312,2200,1812
ENSG00000136444,1614,544,501,1087,1419,1077,1023
ENSG00000136448,812,880,1080,786,695,918,595
ENSG00000136449,25,59,12,0,0,102,17
ENSG00000136450,1219,848,632,673,830,683,581
ENSG00000136451,1580,1520,972,1147,1504,1171,1063
ENSG00000136457,241,173,216,206,60,6,69
ENSG00000136463,23,12,15,35,20,17,33
ENSG00000136478,242,133,118,41,202,95,83
ENSG00000136485,1812,1323,1288,832,1011,827,973
ENSG00000136487,0,0,0,0,0,0,0
ENSG00000136488,0,0,0,0,0,0,0
ENSG00000136490,3586,3627,5170,4288,2847,4610,3945
ENSG00000136492,179,402,143,223,18,84,0
ENSG00000136504,2018,1708,1155,1173,1577,1314,1450
ENSG00000136514,38,37,69,37,53,13,74
ENSG00000136518,613,541,456,447,727,520,530
ENSG00000136521,428,433,463,290,349,464,410
ENSG00000136522,127,152,165,98,89,61,109
ENSG00000136527,4552,3724,1619,2714,4190,3767,2003
ENSG00000136531,19,0,0,11,19,1,7
ENSG00000136535,0,0,0,0,0,0,0
ENSG00000136536,3347,3694,1841,2337,2744,2958,2133
ENSG00000136541,142,18,32,40,75,83,48
ENSG00000136542,1,0,2,17,4,0,0
ENSG00000136546,2,0,0,10,0,0,0
ENSG00000136560,3027,1917,1719,2327,2633,2114,2134
ENSG00000136573,8326,6128,6268,5322,5549,3850,4403
ENSG00000136574,0,0,0,0,0,0,0
ENSG00000136603,857,673,547,678,964,1365,831
ENSG00000136628,2407,2573,1721,1816,2020,1522,1252
ENSG00000136630,57,10,15,49,13,7,6
ENSG00000136631,1308,856,667,803,1235,834,632
ENSG00000136634,0,0,0,9,0,15,0
ENSG00000136636,21,6,19,6,82,34,20
ENSG00000136643,513,210,174,294,294,389,343
ENSG00000136682,340,276,285,219,182,188,247
ENSG00000136688,0,0,0,0,0,0,0
ENSG00000136689,30,292,80,997,12,652,68
ENSG00000136694,0,0,0,0,0,0,0
ENSG00000136695,0,0,0,0,0,0,0
ENSG00000136696,0,0,0,0,0,0,0
ENSG00000136697,0,0,0,0,0,0,0
ENSG00000136698,0,0,0,0,0,0,0
ENSG00000136699,1337,703,721,763,929,591,632
ENSG00000136709,1511,1083,863,1048,1321,1044,921
ENSG00000136710,1114,828,1100,1055,691,1612,977
ENSG00000136715,736,285,160,295,511,510,475
ENSG00000136717,1855,1881,742,1889,1539,2325,1348
ENSG00000136718,1475,982,1084,1080,1286,1149,970
ENSG00000136720,158,112,79,92,118,85,55
ENSG00000136731,881,657,472,533,1021,735,570
ENSG00000136732,424,302,544,823,398,987,443
ENSG00000136738,141,111,208,170,191,349,329
ENSG00000136750,0,0,0,0,0,0,0
ENSG00000136754,5354,4150,4431,3047,4497,3935,3882
ENSG00000136758,1936,1353,999,1341,1949,1863,1146
ENSG00000136770,122,22,21,131,130,96,116
ENSG00000136783,401,439,300,285,297,449,338
ENSG00000136802,155,107,173,100,129,132,163
ENSG00000136807,328,161,169,320,254,144,189
ENSG00000136810,82,82,81,58,97,36,75
ENSG00000136811,584,587,438,425,566,728,514
ENSG00000136813,1186,569,451,556,917,586,546
ENSG00000136816,485,251,304,173,458,273,448
ENSG00000136819,2038,1507,1475,1655,1543,2407,1237
ENSG00000136824,257,224,178,213,292,254,219
ENSG00000136826,85,38,42,63,89,320,82
ENSG00000136827,966,719,857,674,844,977,679
ENSG00000136828,563,141,253,276,398,252,230
ENSG00000136830,7,2,8,33,1,11,7
ENSG00000136834,1,0,2,0,4,0,0
ENSG00000136839,0,0,0,0,0,0,0
ENSG00000136840,548,428,528,511,527,603,700
ENSG00000136842,154,14,18,79,153,84,30
ENSG00000136848,0,0,0,0,0,0,0
ENSG00000136854,9,8,1,0,11,0,1
ENSG00000136856,161,106,65,109,99,110,99
ENSG00000136859,10,21,3,1,5,0,8
ENSG00000136861,1851,1316,746,779,1606,1034,873
ENSG00000136866,204,91,20,6,47,29,29
ENSG00000136867,12,10,13,38,8,13,8
ENSG00000136868,48,124,119,214,88,114,211
ENSG00000136869,181,223,367,723,215,375,281
ENSG00000136870,294,110,115,65,176,81,83
ENSG00000136872,0,1,0,0,5,4,7
ENSG00000136874,884,481,493,580,557,402,427
ENSG00000136875,634,699,449,341,837,623,505
ENSG00000136877,918,611,613,546,748,800,659
ENSG00000136878,1219,636,722,393,925,843,860
ENSG00000136881,0,0,0,0,0,0,0
ENSG00000136883,0,0,0,0,0,0,0
ENSG00000136888,1216,1252,2405,2055,1011,2709,1953
ENSG00000136891,803,668,388,356,589,578,474
ENSG00000136895,125,37,42,76,67,29,44
ENSG00000136897,544,257,462,313,288,167,295
ENSG00000136908,395,259,413,423,268,563,371
ENSG00000136918,4,0,0,0,0,0,0
ENSG00000136925,200,228,163,144,249,102,171
ENSG00000136928,0,0,0,0,0,0,0
ENSG00000136929,25,9,7,107,69,11,6
ENSG00000136930,1020,672,971,1010,683,744,788
ENSG00000136931,0,0,0,0,0,0,0
ENSG00000136932,404,271,291,202,328,358,260
ENSG00000136933,192,194,226,150,115,186,191
ENSG00000136935,457,421,264,270,412,443,267
ENSG00000136936,334,280,256,262,257,358,261
ENSG00000136937,1185,906,532,539,950,405,617
ENSG00000136938,1299,1167,1022,1158,859,816,892
ENSG00000136939,0,0,0,0,0,0,0
ENSG00000136940,314,325,288,250,361,292,260
ENSG00000136942,555,190,230,191,627,201,295
ENSG00000136943,0,0,0,0,0,0,0
ENSG00000136944,1,0,0,0,0,0,0
ENSG00000136950,626,302,307,602,376,433,551
ENSG00000136960,111,0,0,28,144,43,10
ENSG00000136982,18,0,1,0,1,0,0
ENSG00000136986,2267,1541,1256,1297,1398,1411,1289
ENSG00000136997,888,691,586,843,1555,1809,891
ENSG00000136999,0,11,20,0,0,0,0
ENSG00000137033,0,0,0,0,0,0,0
ENSG00000137038,182,129,89,113,137,95,146
ENSG00000137040,552,811,322,411,236,826,328
ENSG00000137054,214,202,142,99,264,231,180
ENSG00000137055,875,659,514,326,692,567,534
ENSG00000137070,26,25,19,21,42,20,12
ENSG00000137073,640,421,504,459,595,430,399
ENSG00000137074,641,395,409,413,411,253,430
ENSG00000137075,1706,953,905,694,1703,1264,830
ENSG00000137076,2584,2289,1776,1632,1653,1931,1159
ENSG00000137077,0,0,0,0,0,0,0
ENSG00000137078,804,782,1322,938,707,1446,1282
ENSG00000137080,0,0,0,0,0,0,0
ENSG00000137090,0,0,0,0,0,0,0
ENSG00000137094,30,14,1,17,0,20,1
ENSG00000137098,42,57,46,22,15,68,19
ENSG00000137100,215,177,228,311,180,419,164
ENSG00000137101,936,420,555,785,2320,3563,2033
ENSG00000137103,121,60,64,51,95,72,54
ENSG00000137106,897,802,786,881,979,854,943
ENSG00000137124,227,170,117,85,106,136,72
ENSG00000137133,10,3,0,9,0,29,5
ENSG00000137135,55,69,67,35,58,43,85
ENSG00000137142,0,0,0,0,0,0,0
ENSG00000137145,683,489,407,466,909,705,623
ENSG00000137154,7858,5919,11171,8018,7496,8706,8910
ENSG00000137161,2541,2397,3109,2518,1802,2387,2570
ENSG00000137166,57,16,43,27,36,31,26
ENSG00000137168,211,152,153,188,163,57,159
ENSG00000137171,240,236,196,94,165,230,226
ENSG00000137177,155,37,53,25,57,83,26
ENSG00000137185,272,120,127,282,159,154,149
ENSG00000137193,1753,845,409,1145,1543,1493,913
ENSG00000137198,210,1,7,172,174,97,8
ENSG00000137200,1558,990,889,1142,1373,1137,1261
ENSG00000137203,0,7,0,0,0,1,0
ENSG00000137204,0,0,0,5,2,0,0
ENSG00000137207,1236,1134,1021,1035,905,1022,1110
ENSG00000137210,275,143,285,255,159,256,241
ENSG00000137216,163,66,45,77,97,69,34
ENSG00000137218,23,13,13,13,30,10,10
ENSG00000137221,496,389,226,294,354,408,355
ENSG00000137225,0,4,0,0,3,0,0
ENSG00000137251,0,0,0,0,0,0,0
ENSG00000137252,0,0,0,0,0,0,0
ENSG00000137261,247,185,110,85,61,57,40
ENSG00000137265,1706,1013,1044,1061,1723,1393,1324
ENSG00000137266,29,10,34,45,42,2,35
ENSG00000137267,79,132,55,253,79,139,76
ENSG00000137269,64,16,20,48,87,69,20
ENSG00000137270,30,4,22,8,25,36,24
ENSG00000137273,0,0,0,0,0,0,0
ENSG00000137274,155,95,96,54,116,64,77
ENSG00000137275,827,565,327,426,766,253,231
ENSG00000137285,0,0,1,0,7,0,0
ENSG00000137288,126,84,101,44,111,145,57
ENSG00000137309,1103,911,901,1000,748,535,726
ENSG00000137310,474,290,273,154,309,403,290
ENSG00000137312,1115,895,665,763,806,861,749
ENSG00000137331,11,18,18,211,10,20,19
ENSG00000137337,385,500,237,284,287,160,285
ENSG00000137338,38,18,26,62,62,37,33
ENSG00000137343,316,229,257,264,225,370,275
ENSG00000137364,155,128,120,251,85,85,95
ENSG00000137392,0,0,0,0,0,0,0
ENSG00000137393,430,523,629,560,349,1202,811
ENSG00000137404,348,439,672,472,293,254,411
ENSG00000137409,2511,549,591,1525,1618,917,862
ENSG00000137411,14,4,2,19,10,0,8
ENSG00000137413,369,259,362,370,385,361,366
ENSG00000137414,284,83,21,107,97,119,57
ENSG00000137434,0,0,7,1,4,0,5
ENSG00000137440,0,0,0,0,0,0,0
ENSG00000137441,10,20,95,75,22,47,76
ENSG00000137449,336,93,101,186,266,52,90
ENSG00000137460,32,1,19,1,31,5,3
ENSG00000137462,205,117,128,403,166,198,233
ENSG00000137463,0,0,6,0,1,1,0
ENSG00000137473,0,0,0,0,0,0,0
ENSG00000137474,0,0,0,14,0,0,2
ENSG00000137478,3047,1932,1508,1598,2711,2078,1897
ENSG00000137486,41,38,47,116,53,16,62
ENSG00000137491,0,0,0,0,0,0,0
ENSG00000137492,743,262,361,717,708,563,606
ENSG00000137494,335,136,227,135,390,278,171
ENSG00000137496,511,413,449,539,374,358,534
ENSG00000137497,1708,1409,970,1183,2249,1586,1990
ENSG00000137500,651,688,532,555,477,627,517
ENSG00000137501,31,4,23,5,0,21,40
ENSG00000137502,1921,1665,1218,1259,2231,2169,1811
ENSG00000137504,2121,1042,580,1631,2264,1843,2000
ENSG00000137507,0,0,0,0,0,0,0
ENSG00000137509,1115,686,742,1222,1419,1505,1299
ENSG00000137513,397,221,238,258,378,260,243
ENSG00000137522,479,337,140,209,289,330,266
ENSG00000137547,332,365,549,305,292,409,330
ENSG00000137558,19,9,1,5,0,27,0
ENSG00000137561,0,0,0,0,0,0,0
ENSG00000137563,56,60,49,61,54,32,40
ENSG00000137571,47,63,19,0,10,14,13
ENSG00000137573,0,0,0,3,0,0,0
ENSG00000137574,493,500,437,337,306,509,320
ENSG00000137575,2450,2084,1627,2613,2591,2082,2224
ENSG00000137601,755,601,315,366,517,879,463
ENSG00000137628,1176,586,450,1354,971,606,507
ENSG00000137634,0,0,5,0,0,0,0
ENSG00000137642,849,736,465,1175,494,884,457
ENSG00000137648,0,0,0,1,0,0,0
ENSG00000137656,480,291,365,214,268,196,267
ENSG00000137672,0,0,0,0,0,0,0
ENSG00000137673,0,0,0,0,0,0,0
ENSG00000137674,0,0,0,0,0,4,0
ENSG00000137675,0,0,0,0,0,0,0
ENSG00000137691,0,0,0,0,0,0,0
ENSG00000137692,267,350,300,339,305,332,234
ENSG00000137693,0,0,0,0,0,0,0
ENSG00000137699,0,0,0,0,0,0,0
ENSG00000137700,324,264,312,332,343,138,239
ENSG00000137707,0,0,0,0,0,0,0
ENSG00000137709,0,0,0,0,0,0,0
ENSG00000137710,419,354,301,262,405,229,268
ENSG00000137713,661,457,503,232,516,793,437
ENSG00000137714,441,93,82,348,364,316,208
ENSG00000137720,28,12,33,26,43,24,35
ENSG00000137726,0,1,13,5,1,0,7
ENSG00000137727,40,28,0,0,6,74,44
ENSG00000137731,3,0,0,0,4,2,0
ENSG00000137745,0,0,0,0,0,0,0
ENSG00000137747,0,11,19,0,4,53,16
ENSG00000137752,714,632,897,1394,1054,1192,1123
ENSG00000137757,0,0,16,3,4,0,3
ENSG00000137760,381,271,117,102,254,100,144
ENSG00000137764,446,122,136,332,594,129,211
ENSG00000137766,6,0,0,0,0,0,0
ENSG00000137767,291,263,185,338,212,235,207
ENSG00000137770,1087,885,342,591,1043,890,436
ENSG00000137776,2629,1742,1725,1780,2018,1772,1652
ENSG00000137801,53,7,70,47,94,54,177
ENSG00000137802,218,266,151,185,312,146,226
ENSG00000137804,0,0,0,0,1,1,0
ENSG00000137806,188,130,182,187,107,148,280
ENSG00000137807,56,0,45,78,15,0,21
ENSG00000137808,0,0,0,0,0,0,0
ENSG00000137809,0,0,0,0,0,0,4
ENSG00000137812,145,69,56,99,255,100,81
ENSG00000137814,151,113,119,143,159,135,92
ENSG00000137815,539,335,316,252,373,347,289
ENSG00000137817,1026,505,580,868,1177,1071,694
ENSG00000137818,3692,1312,2467,1703,3340,1378,2446
ENSG00000137819,0,0,0,0,0,0,0
ENSG00000137821,0,0,0,10,14,0,0
ENSG00000137822,486,251,300,268,452,346,259
ENSG00000137824,425,336,269,456,406,262,237
ENSG00000137825,0,0,0,0,1,0,0
ENSG00000137831,33,7,32,27,8,12,8
ENSG00000137834,0,0,0,0,0,0,0
ENSG00000137841,537,232,163,334,481,215,236
ENSG00000137842,434,66,66,182,411,117,100
ENSG00000137843,0,7,8,0,25,33,24
ENSG00000137845,2183,1415,1593,1656,2049,1678,1825
ENSG00000137857,135,55,46,79,68,19,45
ENSG00000137860,9,0,0,0,0,0,0
ENSG00000137868,0,0,0,0,0,0,0
ENSG00000137869,0,0,0,0,0,0,0
ENSG00000137871,429,544,300,182,341,381,210
ENSG00000137872,0,0,0,0,0,0,0
ENSG00000137875,5,9,0,3,0,2,2
ENSG00000137876,1269,1486,1350,1423,924,1475,1114
ENSG00000137877,5,41,6,21,14,53,10
ENSG00000137878,0,0,0,0,0,0,0
ENSG00000137880,8,3,2,1,6,1,3
ENSG00000137936,166,96,74,83,138,51,38
ENSG00000137941,3,1,2,0,3,0,0
ENSG00000137942,187,93,165,114,151,196,137
ENSG00000137944,497,440,264,390,317,336,308
ENSG00000137947,440,352,515,315,353,323,505
ENSG00000137948,0,0,0,0,0,0,0
ENSG00000137955,1783,1606,1203,1093,1930,1253,1295
ENSG00000137959,1488,105,1199,5627,1725,234,2483
ENSG00000137960,0,0,0,0,0,0,0
ENSG00000137962,0,0,0,0,0,0,0
ENSG00000137965,541,44,353,1117,747,95,631
ENSG00000137968,28,0,0,0,1,0,0
ENSG00000137970,102,81,166,95,83,195,105
ENSG00000137975,0,0,0,0,0,0,0
ENSG00000137976,0,0,0,0,0,0,0
ENSG00000137992,595,371,165,199,474,239,256
ENSG00000137996,738,663,551,399,487,406,465
ENSG00000138002,425,393,148,181,281,158,373
ENSG00000138018,446,499,276,174,346,296,267
ENSG00000138028,0,0,0,0,0,0,0
ENSG00000138029,2455,1581,1405,1327,2145,1995,1598
ENSG00000138030,45,38,27,36,31,38,21
ENSG00000138031,333,199,186,214,426,413,398
ENSG00000138032,400,341,262,232,444,275,232
ENSG00000138035,1273,700,567,783,608,479,636
ENSG00000138036,98,117,74,54,54,63,53
ENSG00000138039,0,0,0,0,0,0,0
ENSG00000138050,363,226,361,134,236,257,161
ENSG00000138061,30,115,227,205,58,195,255
ENSG00000138068,0,0,0,0,0,0,0
ENSG00000138069,1176,792,1094,962,964,945,937
ENSG00000138071,8492,6675,2288,5447,6699,4885,2486
ENSG00000138073,1642,521,338,826,1004,1007,929
ENSG00000138074,971,741,757,850,836,1474,742
ENSG00000138075,0,0,0,0,0,0,0
ENSG00000138078,937,544,409,318,494,559,543
ENSG00000138079,54,14,11,4,67,14,4
ENSG00000138080,0,0,7,0,0,0,3
ENSG00000138081,815,270,193,403,617,422,311
ENSG00000138083,0,0,0,0,0,0,0
ENSG00000138085,612,443,762,747,566,890,652
ENSG00000138092,106,70,70,25,89,59,59
ENSG00000138095,2997,2036,1522,1348,2516,2144,1856
ENSG00000138100,0,0,0,0,2,0,0
ENSG00000138101,355,285,265,190,273,212,307
ENSG00000138107,1517,980,967,1005,1118,805,882
ENSG00000138109,0,0,0,0,0,0,0
ENSG00000138111,70,201,133,91,61,89,115
ENSG00000138115,3,0,6,0,23,3,11
ENSG00000138119,10,36,20,155,4,55,92
ENSG00000138131,2,43,4,34,26,0,1
ENSG00000138134,1434,693,769,631,1529,619,804
ENSG00000138135,0,0,0,0,0,0,0
ENSG00000138136,0,0,0,0,0,0,0
ENSG00000138138,1782,1010,772,1165,1362,712,1025
ENSG00000138152,0,0,0,0,0,0,0
ENSG00000138160,184,285,205,207,54,64,73
ENSG00000138161,0,11,4,0,0,3,1
ENSG00000138162,0,0,0,0,0,0,0
ENSG00000138166,57,45,45,124,17,41,7
ENSG00000138172,815,645,736,432,579,552,519
ENSG00000138175,84,76,55,35,75,47,39
ENSG00000138180,0,1,0,0,0,0,0
ENSG00000138182,685,534,391,448,613,788,501
ENSG00000138185,2063,1386,1256,802,1807,1729,1366
ENSG00000138190,741,525,480,332,617,582,533
ENSG00000138193,392,121,160,199,304,243,135
ENSG00000138207,0,0,0,0,0,0,0
ENSG00000138231,558,431,193,313,196,443,342
ENSG00000138246,900,720,533,583,803,610,481
ENSG00000138271,0,0,0,0,0,0,0
ENSG00000138279,3016,2493,2690,1876,2016,1659,1774
ENSG00000138286,177,192,106,61,116,115,52
ENSG00000138303,691,399,440,538,759,342,400
ENSG00000138308,0,0,0,0,0,0,0
ENSG00000138311,0,0,0,0,0,0,0
ENSG00000138315,0,0,0,0,0,0,0
ENSG00000138316,0,0,0,0,0,0,0
ENSG00000138326,1538,666,815,722,1297,532,924
ENSG00000138336,182,288,89,147,146,100,74
ENSG00000138346,148,59,34,38,119,17,40
ENSG00000138347,0,0,0,0,0,0,0
ENSG00000138356,0,0,0,0,0,0,0
ENSG00000138363,1912,1496,1319,1430,1585,1207,1082
ENSG00000138375,754,675,402,414,646,497,406
ENSG00000138376,658,713,253,219,417,580,170
ENSG00000138378,84,36,70,70,56,25,56
ENSG00000138379,0,0,0,0,22,0,0
ENSG00000138380,837,378,305,545,713,360,271
ENSG00000138381,306,270,181,190,268,173,154
ENSG00000138382,196,122,293,190,232,173,213
ENSG00000138385,796,716,876,899,766,993,811
ENSG00000138386,176,89,150,220,102,76,141
ENSG00000138395,0,0,0,0,0,0,0
ENSG00000138398,1271,1057,1018,1106,982,1302,1055
ENSG00000138399,502,542,381,368,535,699,430
ENSG00000138400,0,0,0,4,0,0,0
ENSG00000138411,4,6,15,16,25,0,0
ENSG00000138413,319,285,321,363,401,543,314
ENSG00000138430,637,630,521,564,501,460,559
ENSG00000138433,227,201,309,344,209,242,293
ENSG00000138434,437,407,274,447,316,491,257
ENSG00000138435,6,8,1,1,0,4,1
ENSG00000138439,2819,1946,1234,1569,2058,2304,1532
ENSG00000138442,551,296,211,304,261,278,353
ENSG00000138443,388,418,284,270,360,282,377
ENSG00000138448,203,138,43,35,49,83,19
ENSG00000138449,178,166,67,86,65,89,82
ENSG00000138459,961,599,548,455,970,519,530
ENSG00000138463,53,62,32,20,28,48,23
ENSG00000138468,1101,1078,720,524,1025,852,632
ENSG00000138472,0,0,0,0,0,0,0
ENSG00000138483,0,0,1,0,3,0,0
ENSG00000138495,96,85,50,33,71,43,48
ENSG00000138496,1929,757,1113,2257,2143,1795,1451
ENSG00000138587,22,52,11,30,1,0,0
ENSG00000138592,1583,1448,969,964,1611,1199,1126
ENSG00000138593,1300,974,536,811,836,643,572
ENSG00000138594,1032,813,643,764,767,661,631
ENSG00000138600,1608,974,655,956,1352,1134,880
ENSG00000138604,127,165,78,107,107,102,114
ENSG00000138606,7,0,1,13,18,17,7
ENSG00000138613,622,584,324,256,448,418,498
ENSG00000138614,792,699,374,427,692,578,627
ENSG00000138615,6,0,0,21,26,3,0
ENSG00000138617,590,389,459,389,485,460,394
ENSG00000138621,155,84,119,130,100,96,106
ENSG00000138622,0,0,0,0,0,0,0
ENSG00000138623,158,41,25,111,103,6,84
ENSG00000138629,1097,946,1333,1120,805,1228,1110
