genes,bHCnaiveB_S1R1,bHCnaiveB_S1R2,bHCnaiveB_S1R3,bSLEnaiveB_S1R1,bSLEnaiveB_S1R2,bSLEnaiveB_S1R3
ENSG00000274799,0,4,1,0,1,3
ENSG00000274800,0,0,0,2,0,0
ENSG00000274805,0,0,0,0,0,0
ENSG00000274808,0,0,0,0,0,1
ENSG00000274809,0,0,0,0,0,0
ENSG00000274810,2,3,1,0,1,0
ENSG00000274813,0,0,0,0,0,0
ENSG00000274814,0,0,0,0,0,0
ENSG00000274816,0,0,0,0,0,0
ENSG00000274817,1,0,0,0,0,0
ENSG00000274818,1,8,12,3,1,2
ENSG00000274819,0,0,0,0,0,0
ENSG00000274820,0,0,0,0,0,0
ENSG00000274822,0,1,0,4,1,0
ENSG00000274823,0,0,0,0,0,0
ENSG00000274824,0,0,0,0,0,0
ENSG00000274825,3,0,0,0,0,0
ENSG00000274827,0,0,0,0,0,0
ENSG00000274828,40,31,12,50,5,7
ENSG00000274832,0,0,0,0,0,0
ENSG00000274833,0,0,0,0,0,0
ENSG00000274834,0,0,0,0,0,0
ENSG00000274835,0,0,0,0,0,0
ENSG00000274836,0,0,0,0,0,0
ENSG00000274837,0,0,0,0,0,0
ENSG00000274838,0,0,0,2,0,0
ENSG00000274840,0,1,0,1,0,0
ENSG00000274841,45,12,7,45,11,11
ENSG00000274844,0,0,0,0,0,0
ENSG00000274845,0,0,0,0,0,0
ENSG00000274847,0,0,0,0,0,0
ENSG00000274848,0,0,0,0,0,0
ENSG00000274849,0,0,0,0,0,0
ENSG00000274852,0,0,0,0,0,0
ENSG00000274855,0,0,0,0,0,0
ENSG00000274859,0,0,0,0,0,0
ENSG00000274860,0,0,0,0,0,0
ENSG00000274862,0,0,0,0,0,0
ENSG00000274863,0,0,0,2,0,0
ENSG00000274864,0,0,0,0,0,0
ENSG00000274866,0,0,0,0,0,0
ENSG00000274867,0,0,0,0,0,0
ENSG00000274868,0,0,0,0,0,0
ENSG00000274874,0,0,0,0,0,0
ENSG00000274878,0,0,0,0,0,0
ENSG00000274879,0,0,0,0,0,0
ENSG00000274883,0,0,0,0,0,0
ENSG00000274884,0,0,0,0,0,0
ENSG00000274886,0,0,0,0,0,0
ENSG00000274892,0,0,0,0,0,0
ENSG00000274893,1,0,0,1,1,0
ENSG00000274895,0,0,0,0,0,0
ENSG00000274898,14,25,5,25,0,1
ENSG00000274899,0,0,0,0,0,0
ENSG00000274901,0,0,0,0,0,0
ENSG00000274902,6,5,0,2,30,6
ENSG00000274903,0,0,0,0,0,2
ENSG00000274904,0,0,0,0,0,0
ENSG00000274915,0,0,0,0,0,0
ENSG00000274917,0,0,0,0,0,0
ENSG00000274918,0,1,0,0,0,0
ENSG00000274919,0,0,0,0,0,0
ENSG00000274922,8,8,1,6,47,5
ENSG00000274923,0,0,0,4,0,0
ENSG00000274925,37,87,39,48,70,29
ENSG00000274927,0,0,0,0,0,0
ENSG00000274928,0,0,0,0,0,0
ENSG00000274929,2,0,2,0,30,0
ENSG00000274930,0,0,0,0,0,0
ENSG00000274932,3,1,0,0,0,0
ENSG00000274933,0,0,0,0,0,0
ENSG00000274934,0,0,0,0,0,0
ENSG00000274937,0,0,0,0,0,0
ENSG00000274940,0,0,0,0,0,0
ENSG00000274943,49,32,29,10,5,17
ENSG00000274944,3,1,1,2,5,0
ENSG00000274949,0,0,0,0,0,0
ENSG00000274954,2,3,5,4,5,0
ENSG00000274962,0,0,0,0,0,0
ENSG00000274963,2,2,0,5,17,7
ENSG00000274964,77,69,18,50,116,34
ENSG00000274966,0,0,0,0,0,0
ENSG00000274967,5,3,5,0,0,1
ENSG00000274969,0,0,0,0,0,1
ENSG00000274970,0,0,0,0,0,0
ENSG00000274973,0,0,0,0,0,0
ENSG00000274975,0,0,0,0,0,0
ENSG00000274976,1,0,0,0,0,0
ENSG00000274977,0,0,0,0,0,0
ENSG00000274978,1,2,1,8,4,0
ENSG00000274979,1,2,3,11,73,1
ENSG00000274984,0,0,0,0,0,0
ENSG00000274985,0,0,0,0,0,0
ENSG00000274986,0,0,0,0,0,0
ENSG00000274987,30,23,35,15,27,6
ENSG00000274988,0,0,0,0,0,0
ENSG00000274993,0,2,0,0,0,0
ENSG00000274994,0,0,0,0,0,0
ENSG00000274995,0,0,0,0,0,0
ENSG00000274996,0,0,0,0,0,0
ENSG00000274997,4,0,0,2,0,0
ENSG00000274998,0,0,0,0,0,0
ENSG00000274999,0,0,0,0,0,0
ENSG00000275001,0,0,0,0,0,0
ENSG00000275002,1,0,2,4,0,0
ENSG00000275004,92,223,26,251,312,51
ENSG00000275005,0,0,0,0,0,0
ENSG00000275006,0,0,0,0,0,0
ENSG00000275011,0,0,0,1,0,0
ENSG00000275012,0,0,0,0,0,0
ENSG00000275014,5,8,4,4,2,3
ENSG00000275015,0,3,0,0,4,0
ENSG00000275016,0,1,0,0,1,0
ENSG00000275017,0,15,2,4,58,7
ENSG00000275022,0,0,0,0,0,1
ENSG00000275023,1342,2690,576,1987,3435,1144
ENSG00000275024,0,0,0,6,0,0
ENSG00000275025,0,0,0,1,0,0
ENSG00000275026,0,0,0,0,2,0
ENSG00000275029,7,17,2,3,3,0
ENSG00000275030,0,0,0,0,0,0
ENSG00000275033,0,0,0,0,0,0
ENSG00000275034,0,0,0,0,0,0
ENSG00000275036,0,0,0,0,0,0
ENSG00000275038,0,0,0,0,0,0
ENSG00000275040,0,2,0,0,0,0
ENSG00000275041,0,0,0,0,0,0
ENSG00000275043,0,0,0,0,0,0
ENSG00000275046,0,0,0,0,0,0
ENSG00000275048,0,0,0,0,0,0
ENSG00000275052,2440,3047,849,2442,3945,1297
ENSG00000275054,0,0,0,0,0,0
ENSG00000275055,2,15,6,25,21,7
ENSG00000275056,138,114,36,38,209,56
ENSG00000275060,0,0,0,0,0,0
ENSG00000275061,0,0,0,0,0,0
ENSG00000275063,95,89,1,89,216,192
ENSG00000275064,0,0,0,0,0,0
ENSG00000275066,2707,3966,844,3021,7861,1736
ENSG00000275067,0,0,0,0,0,0
ENSG00000275068,0,0,0,0,0,0
ENSG00000275069,0,0,0,0,0,0
ENSG00000275070,5,19,10,5,1,7
ENSG00000275071,0,0,0,0,0,0
ENSG00000275072,0,0,0,0,0,0
ENSG00000275074,35,21,15,23,26,8
ENSG00000275075,0,0,0,0,0,0
ENSG00000275078,0,0,0,0,0,0
ENSG00000275084,9,1,1,0,0,0
ENSG00000275088,0,0,0,0,0,0
ENSG00000275090,0,0,0,0,0,0
ENSG00000275091,6,0,0,1,0,2
ENSG00000275092,33,58,20,39,27,30
ENSG00000275094,0,0,0,0,0,0
ENSG00000275097,7,2,3,2,0,1
ENSG00000275101,0,0,0,0,2,2
ENSG00000275103,0,0,0,0,0,0
ENSG00000275106,6,48,10,28,241,20
ENSG00000275107,0,0,0,0,0,0
ENSG00000275108,0,0,0,0,0,0
ENSG00000275109,2,2,0,1,2,0
ENSG00000275110,1,0,3,0,0,0
ENSG00000275111,7,73,8,83,179,19
ENSG00000275113,0,0,0,0,0,0
ENSG00000275115,0,0,0,0,0,0
ENSG00000275119,6,5,9,1,1,3
ENSG00000275120,2,2,0,10,14,3
ENSG00000275121,0,0,0,0,0,0
ENSG00000275126,0,0,2,5,5,7
ENSG00000275127,0,0,0,0,0,0
ENSG00000275128,0,0,0,0,0,0
ENSG00000275129,0,1,0,0,0,0
ENSG00000275130,0,0,0,0,0,0
ENSG00000275131,41,64,12,49,131,18
ENSG00000275132,6,12,4,10,22,13
ENSG00000275134,0,0,0,0,0,0
ENSG00000275138,0,0,0,0,0,0
ENSG00000275139,0,0,0,8,0,0
ENSG00000275140,0,0,0,0,0,0
ENSG00000275141,0,0,0,0,0,0
ENSG00000275143,0,0,0,0,0,0
ENSG00000275144,0,0,0,0,0,0
ENSG00000275146,0,0,0,0,0,0
ENSG00000275152,0,0,0,0,0,0
ENSG00000275154,0,0,0,0,0,0
ENSG00000275155,0,0,0,5,0,0
ENSG00000275157,0,0,0,0,0,0
ENSG00000275158,3,0,0,0,0,0
ENSG00000275160,4,0,0,0,0,0
ENSG00000275161,0,0,0,0,0,0
ENSG00000275162,0,0,0,0,0,0
ENSG00000275163,0,0,0,0,0,0
ENSG00000275166,0,0,0,0,0,0
ENSG00000275167,0,0,0,0,0,1
ENSG00000275170,0,0,0,0,0,0
ENSG00000275173,0,0,0,0,0,0
ENSG00000275174,0,0,0,0,0,0
ENSG00000275178,0,2,2,1,0,0
ENSG00000275180,81,35,47,47,0,10
ENSG00000275183,0,8,0,10,8,2
ENSG00000275185,0,0,0,0,0,0
ENSG00000275186,11,4,1,11,24,1
ENSG00000275191,25,5,0,0,0,0
ENSG00000275194,0,1,0,0,0,0
ENSG00000275197,6,9,1,4,13,3
ENSG00000275198,29,7,7,43,0,1
ENSG00000275201,0,0,0,0,0,0
ENSG00000275202,36,13,4,15,0,4
ENSG00000275206,0,0,0,0,0,0
ENSG00000275207,0,0,0,0,0,0
ENSG00000275208,0,0,0,0,0,0
ENSG00000275210,0,1,0,0,0,0
ENSG00000275212,0,0,1,2,0,0
ENSG00000275213,0,0,0,0,0,0
ENSG00000275215,0,0,0,0,0,0
ENSG00000275216,0,1,0,3,0,1
ENSG00000275219,0,0,0,0,0,0
ENSG00000275221,32,5,2,55,64,5
ENSG00000275222,0,0,0,0,0,0
ENSG00000275223,0,0,0,0,1,0
ENSG00000275226,0,0,0,1,0,0
ENSG00000275227,98,36,6,25,115,17
ENSG00000275228,0,1,1,0,0,0
ENSG00000275229,0,0,0,0,0,0
ENSG00000275230,0,0,0,0,0,0
ENSG00000275231,0,0,0,0,0,0
ENSG00000275232,0,1,0,0,0,0
ENSG00000275234,0,9,2,12,27,2
ENSG00000275236,13,5,1,35,3,10
ENSG00000275238,0,0,0,0,0,0
ENSG00000275239,0,0,0,0,0,0
ENSG00000275243,0,0,0,0,0,0
ENSG00000275248,0,0,0,0,0,0
ENSG00000275249,0,0,0,0,0,0
ENSG00000275250,0,0,0,0,0,0
ENSG00000275254,0,0,0,0,0,0
ENSG00000275256,0,0,0,0,0,2
ENSG00000275259,0,0,0,0,0,0
ENSG00000275263,0,0,0,0,0,0
ENSG00000275265,2,0,0,0,0,0
ENSG00000275266,0,0,0,0,0,0
ENSG00000275268,0,0,0,0,0,0
ENSG00000275273,1,0,0,1,2,0
ENSG00000275278,0,0,0,0,0,0
ENSG00000275280,0,0,0,0,0,0
ENSG00000275285,0,0,0,0,0,0
ENSG00000275286,0,0,0,0,0,0
ENSG00000275287,0,0,0,0,0,1
ENSG00000275291,8,0,0,0,0,1
ENSG00000275293,0,0,0,0,0,0
ENSG00000275294,3,6,9,6,16,3
ENSG00000275295,0,0,0,0,0,0
ENSG00000275296,0,0,0,0,0,0
ENSG00000275297,0,0,0,0,0,0
ENSG00000275302,1,6,3,7,52,2
ENSG00000275305,0,0,0,0,0,0
ENSG00000275307,0,0,0,0,0,0
ENSG00000275310,0,0,0,0,0,0
ENSG00000275312,0,0,0,0,0,0
ENSG00000275314,0,0,0,0,0,0
ENSG00000275315,0,0,0,0,0,0
ENSG00000275318,162,133,65,73,123,56
ENSG00000275319,0,0,0,0,0,0
ENSG00000275320,0,0,0,0,0,3
ENSG00000275322,0,0,0,0,2,0
ENSG00000275325,1,0,0,0,0,0
ENSG00000275327,0,0,0,0,0,0
ENSG00000275328,3,1,0,3,5,0
ENSG00000275329,5,2,1,0,0,0
ENSG00000275332,1,5,8,6,96,4
ENSG00000275334,0,0,0,0,0,0
ENSG00000275335,0,0,0,0,0,0
ENSG00000275337,0,0,0,0,0,0
ENSG00000275339,45,79,61,15,93,25
ENSG00000275340,1,9,0,4,0,0
ENSG00000275342,285,220,39,128,3616,159
ENSG00000275343,0,1,0,0,0,0
ENSG00000275344,0,0,0,0,0,0
ENSG00000275345,0,1,0,0,0,0
ENSG00000275348,6,8,12,3,0,3
ENSG00000275350,0,0,1,0,0,0
ENSG00000275352,0,0,0,0,0,0
ENSG00000275355,0,0,4,0,0,0
ENSG00000275356,0,0,0,0,0,0
ENSG00000275358,6,5,3,0,0,3
ENSG00000275359,0,0,0,0,0,0
ENSG00000275360,0,0,0,0,0,0
ENSG00000275361,8,0,0,0,7,2
ENSG00000275362,0,0,0,0,0,0
ENSG00000275363,0,0,0,0,0,0
ENSG00000275367,9,2,2,5,29,3
ENSG00000275371,1,1,4,1,1,2
ENSG00000275372,0,0,0,0,0,0
ENSG00000275373,0,0,0,0,0,0
ENSG00000275374,0,1,0,3,0,0
ENSG00000275377,0,0,1,0,1,0
ENSG00000275379,94,34,19,114,28,35
ENSG00000275381,1,2,0,2,0,3
ENSG00000275383,21,15,7,14,140,5
ENSG00000275385,0,1,0,0,0,0
ENSG00000275386,0,0,0,2,0,0
ENSG00000275387,0,0,0,0,0,0
ENSG00000275389,0,0,0,0,0,0
ENSG00000275390,0,0,0,0,0,0
ENSG00000275391,0,0,0,0,0,0
ENSG00000275392,0,0,0,0,0,0
ENSG00000275393,19,35,9,16,49,24
ENSG00000275395,49,80,7,100,57,27
ENSG00000275400,0,0,0,0,0,0
ENSG00000275401,0,0,0,0,0,0
ENSG00000275405,0,0,0,0,3,0
ENSG00000275406,0,0,0,0,0,0
ENSG00000275409,8,38,13,13,21,6
ENSG00000275410,0,4,0,0,38,0
ENSG00000275411,0,0,0,0,0,0
ENSG00000275413,35,47,35,17,32,8
ENSG00000275414,0,0,0,0,0,0
ENSG00000275417,0,0,0,1,0,4
ENSG00000275418,29,20,15,78,65,25
ENSG00000275419,0,0,0,0,0,1
ENSG00000275423,0,0,0,2,0,0
ENSG00000275426,2,12,3,4,1,7
ENSG00000275427,0,0,0,0,0,0
ENSG00000275429,0,0,0,0,0,0
ENSG00000275431,0,0,0,4,0,1
ENSG00000275432,0,0,0,0,0,0
ENSG00000275437,17,51,6,23,0,14
ENSG00000275438,0,2,0,0,0,2
ENSG00000275441,6,8,9,4,0,5
ENSG00000275443,0,2,0,0,0,0
ENSG00000275445,1,0,0,0,0,0
ENSG00000275448,0,0,0,0,0,0
ENSG00000275449,0,0,0,0,0,0
ENSG00000275450,1,0,0,0,1,0
ENSG00000275451,0,0,0,0,0,0
ENSG00000275453,0,1,0,0,0,1
ENSG00000275454,14,7,0,1,0,3
ENSG00000275455,10,0,0,1,15,2
ENSG00000275457,3,7,8,13,3,0
ENSG00000275458,0,0,0,0,0,0
ENSG00000275460,0,0,0,0,0,0
ENSG00000275461,0,0,0,0,0,0
ENSG00000275464,0,16,13,0,27,2
ENSG00000275465,0,1,1,5,1,0
ENSG00000275467,0,1,2,1,0,0
ENSG00000275468,0,1,0,0,6,0
ENSG00000275469,0,0,0,0,0,0
ENSG00000275475,0,0,0,0,0,0
ENSG00000275476,16,22,1,9,14,6
ENSG00000275479,0,0,0,0,0,0
ENSG00000275480,0,0,0,0,0,0
ENSG00000275481,111,75,12,36,22,37
ENSG00000275484,0,0,0,3,0,0
ENSG00000275485,1,2,1,5,0,6
ENSG00000275488,24,4,6,8,10,2
ENSG00000275489,0,0,0,1,0,0
ENSG00000275490,0,0,0,0,0,0
ENSG00000275491,0,10,0,7,31,1
ENSG00000275493,0,0,0,0,0,0
ENSG00000275494,4,7,0,0,0,0
ENSG00000275496,0,0,0,0,0,1
ENSG00000275497,0,0,0,0,0,0
ENSG00000275502,0,0,0,0,0,0
ENSG00000275503,0,0,0,0,0,0
ENSG00000275504,2,0,0,0,0,0
ENSG00000275506,14,11,1,13,61,4
ENSG00000275508,0,0,0,0,0,0
ENSG00000275512,0,0,0,0,1,0
ENSG00000275515,0,0,0,0,4,0
ENSG00000275516,0,1,0,0,0,0
ENSG00000275518,0,0,0,0,0,0
ENSG00000275519,0,0,0,0,2,0
ENSG00000275520,0,0,0,0,0,0
ENSG00000275523,0,0,0,0,0,0
ENSG00000275524,0,0,0,0,0,0
ENSG00000275527,0,0,0,0,0,0
ENSG00000275529,0,0,0,0,0,0
ENSG00000275532,0,1,0,1,0,0
ENSG00000275538,0,0,0,0,0,0
ENSG00000275540,0,0,0,2,0,0
ENSG00000275547,0,0,0,0,0,2
ENSG00000275549,5,11,1,8,0,2
ENSG00000275550,0,3,2,3,27,1
ENSG00000275552,3,6,1,0,1,0
ENSG00000275553,0,0,0,0,0,0
ENSG00000275557,2,4,1,1,0,1
ENSG00000275558,0,0,0,0,0,0
ENSG00000275559,0,0,0,0,0,0
ENSG00000275562,28,16,0,18,77,5
ENSG00000275563,0,0,0,0,0,0
ENSG00000275567,0,0,0,0,0,0
ENSG00000275569,5,11,9,2,14,0
ENSG00000275572,9,0,0,0,2,0
ENSG00000275576,15,12,6,9,0,6
ENSG00000275578,0,0,0,0,0,0
ENSG00000275580,49,11,5,15,11,3
ENSG00000275582,14,26,15,17,128,10
ENSG00000275585,0,0,0,0,0,0
ENSG00000275586,2,10,1,1,0,1
ENSG00000275588,2,0,3,2,4,0
ENSG00000275589,0,0,0,0,0,0
ENSG00000275591,2,0,0,1,0,0
ENSG00000275592,0,5,0,0,0,0
ENSG00000275597,0,0,0,0,0,3
ENSG00000275598,0,0,0,1,0,0
ENSG00000275601,7,3,0,3,0,1
ENSG00000275607,15,7,8,5,47,8
ENSG00000275609,0,0,0,1,0,0
ENSG00000275610,0,0,0,0,0,0
ENSG00000275612,10,0,1,0,0,0
ENSG00000275613,0,2,0,5,0,4
ENSG00000275616,0,0,0,0,0,0
ENSG00000275620,0,0,0,1,0,0
ENSG00000275625,0,0,0,0,0,0
ENSG00000275628,0,0,0,0,0,0
ENSG00000275630,0,0,0,0,0,0
ENSG00000275631,0,0,0,0,0,0
ENSG00000275632,12,19,15,24,1,10
ENSG00000275634,0,0,0,0,0,0
ENSG00000275635,0,0,0,0,0,0
ENSG00000275636,0,1,0,7,0,0
ENSG00000275638,0,0,0,0,0,0
ENSG00000275640,0,0,0,0,10,0
ENSG00000275642,0,0,0,0,0,0
ENSG00000275643,0,0,0,0,0,0
ENSG00000275645,7,2,1,0,0,4
ENSG00000275646,0,0,0,0,0,0
ENSG00000275647,0,4,1,0,8,1
ENSG00000275649,0,0,0,1,0,0
ENSG00000275651,0,1,0,2,3,0
ENSG00000275652,0,0,0,0,0,0
ENSG00000275654,0,0,0,0,0,0
ENSG00000275655,0,0,0,0,0,0
ENSG00000275656,0,0,0,0,0,0
ENSG00000275661,0,0,0,0,0,0
ENSG00000275662,0,0,0,0,0,0
ENSG00000275663,0,0,0,0,0,0
ENSG00000275664,0,0,0,0,0,0
ENSG00000275665,2,6,0,3,2,4
ENSG00000275666,0,0,0,0,0,0
ENSG00000275667,1,2,0,1,1,2
ENSG00000275669,0,0,0,0,0,0
ENSG00000275670,0,0,0,0,0,0
ENSG00000275672,0,0,0,0,0,0
ENSG00000275674,0,0,0,0,0,0
ENSG00000275675,1,0,0,0,4,2
ENSG00000275676,0,0,0,0,0,0
ENSG00000275678,0,0,0,0,0,0
ENSG00000275680,0,0,0,0,0,0
ENSG00000275681,0,2,1,0,0,0
ENSG00000275688,0,0,0,0,0,0
ENSG00000275689,0,0,0,0,0,0
ENSG00000275691,0,0,0,0,0,0
ENSG00000275692,0,0,0,0,0,0
ENSG00000275693,0,0,0,0,0,0
ENSG00000275695,0,0,0,0,0,0
ENSG00000275696,0,0,0,0,0,0
ENSG00000275700,698,1133,366,680,1757,612
ENSG00000275703,0,2,0,0,0,0
ENSG00000275708,0,0,0,0,0,0
ENSG00000275709,0,4,3,1,0,4
ENSG00000275710,2,0,0,0,0,0
ENSG00000275711,0,0,0,0,0,0
ENSG00000275713,4,9,1,40,35,6
ENSG00000275714,14,4,6,18,7,6
ENSG00000275716,0,0,0,0,0,0
ENSG00000275718,0,0,0,1,0,0
ENSG00000275719,8,0,1,0,0,0
ENSG00000275720,1,2,0,4,0,0
ENSG00000275722,0,0,0,0,0,0
ENSG00000275725,0,0,0,0,0,0
ENSG00000275726,0,0,0,0,0,0
ENSG00000275728,0,0,0,0,0,0
ENSG00000275733,0,0,0,1,0,0
ENSG00000275734,8,8,5,11,2,5
ENSG00000275740,0,0,0,0,1,0
ENSG00000275741,0,0,0,0,0,0
ENSG00000275743,0,0,0,1,0,0
ENSG00000275745,0,0,0,0,0,0
ENSG00000275747,0,0,0,0,0,0
ENSG00000275756,0,1,0,0,0,0
ENSG00000275757,0,0,0,0,0,0
ENSG00000275759,18,25,19,10,13,17
ENSG00000275763,0,0,0,13,1,1
ENSG00000275764,65,199,67,139,44,37
ENSG00000275765,8,3,9,10,20,2
ENSG00000275767,0,0,0,0,0,0
ENSG00000275768,0,0,0,0,0,0
ENSG00000275769,23,59,14,19,5,23
ENSG00000275770,0,1,0,1,0,0
ENSG00000275771,0,0,0,0,0,0
ENSG00000275772,0,7,0,2,7,0
ENSG00000275773,0,0,0,0,0,0
ENSG00000275774,0,0,0,4,0,0
ENSG00000275776,0,0,0,0,0,0
ENSG00000275778,0,0,0,0,0,0
ENSG00000275785,0,0,0,0,0,0
ENSG00000275787,0,0,0,0,0,0
ENSG00000275788,0,0,0,0,0,0
ENSG00000275789,0,0,0,0,0,0
ENSG00000275791,0,0,0,0,0,0
ENSG00000275793,0,0,0,3,0,0
ENSG00000275799,0,0,0,0,0,0
ENSG00000275800,0,0,1,0,0,0
ENSG00000275801,15,24,1,8,8,10
ENSG00000275803,0,0,0,0,0,0
ENSG00000275805,0,0,0,0,0,0
ENSG00000275807,10,18,3,9,5,3
ENSG00000275808,1,0,0,0,0,1
ENSG00000275810,0,0,0,0,0,0
ENSG00000275811,25,1,4,3,11,7
ENSG00000275812,0,0,0,0,0,0
ENSG00000275816,0,0,0,0,0,0
ENSG00000275818,0,0,0,0,0,0
ENSG00000275823,0,0,0,0,0,0
ENSG00000275826,0,0,0,0,0,0
ENSG00000275827,0,0,0,0,0,0
ENSG00000275828,0,0,0,0,0,0
ENSG00000275830,0,3,0,1,0,0
ENSG00000275832,0,0,0,0,5,0
ENSG00000275833,4,5,0,2,3,0
ENSG00000275834,0,0,0,0,0,0
ENSG00000275835,215,339,119,217,422,206
ENSG00000275836,0,0,0,0,0,0
ENSG00000275839,27,15,3,17,76,12
ENSG00000275840,0,0,0,0,0,0
ENSG00000275842,0,0,0,0,0,0
ENSG00000275846,1,20,13,65,8,10
ENSG00000275850,0,0,0,0,0,0
ENSG00000275852,0,0,1,0,0,0
ENSG00000275853,0,1,0,0,2,0
ENSG00000275854,32,70,22,21,32,12
ENSG00000275856,0,0,0,0,0,0
ENSG00000275857,0,0,0,0,0,0
ENSG00000275859,0,0,0,0,0,0
ENSG00000275860,0,0,0,0,0,0
ENSG00000275862,0,0,0,0,0,0
ENSG00000275863,0,0,0,0,0,0
ENSG00000275866,0,0,0,0,0,0
ENSG00000275868,0,0,0,0,0,0
ENSG00000275869,0,0,0,1,0,0
ENSG00000275871,0,0,0,0,0,0
ENSG00000275874,0,0,0,0,0,0
ENSG00000275875,0,0,0,0,0,0
ENSG00000275877,0,0,0,0,0,0
ENSG00000275878,0,3,0,1,0,0
ENSG00000275880,0,1,0,6,3,0
ENSG00000275881,17,0,1,3,2,1
ENSG00000275882,0,0,0,0,0,0
ENSG00000275888,50,24,4,10,40,3
ENSG00000275894,0,0,0,0,0,0
ENSG00000275895,79,1,2,16,145,47
ENSG00000275896,0,1,0,0,0,0
ENSG00000275897,0,3,0,5,8,4
ENSG00000275898,0,0,0,1,1,0
ENSG00000275900,0,0,0,0,0,0
ENSG00000275901,0,0,0,0,0,0
ENSG00000275902,0,0,0,0,0,0
ENSG00000275904,0,0,0,0,0,0
ENSG00000275905,0,0,0,0,0,0
ENSG00000275906,0,0,0,0,0,0
ENSG00000275908,0,0,0,0,0,0
ENSG00000275909,0,0,0,0,0,0
ENSG00000275910,6,16,5,1,13,7
ENSG00000275915,0,0,0,0,0,0
ENSG00000275919,0,0,0,0,31,0
ENSG00000275923,0,0,0,0,0,0
ENSG00000275924,2,3,0,2,0,3
ENSG00000275927,17,12,2,16,87,8
ENSG00000275928,0,0,0,0,0,0
ENSG00000275929,0,0,0,0,0,0
ENSG00000275930,0,0,0,0,0,0
ENSG00000275933,0,0,0,0,0,0
ENSG00000275936,0,4,0,0,2,0
ENSG00000275939,1,4,1,5,27,9
ENSG00000275940,3,12,1,1,38,1
ENSG00000275942,0,0,0,0,0,0
ENSG00000275944,1,0,0,17,0,0
ENSG00000275945,0,0,0,0,0,0
ENSG00000275948,0,0,0,0,0,0
ENSG00000275950,0,0,0,0,0,0
ENSG00000275953,0,0,0,0,0,0
ENSG00000275954,0,0,0,0,0,0
ENSG00000275956,0,13,4,8,0,5
ENSG00000275958,0,0,0,0,0,0
ENSG00000275959,0,0,0,0,0,0
ENSG00000275961,0,0,0,0,0,0
ENSG00000275963,0,0,3,1,3,1
ENSG00000275964,0,12,0,1,1,5
ENSG00000275965,0,0,0,0,0,0
ENSG00000275967,0,1,0,0,2,0
ENSG00000275968,0,0,0,0,0,0
ENSG00000275969,0,0,0,0,0,0
ENSG00000275971,0,0,0,0,0,0
ENSG00000275975,0,0,0,0,0,0
ENSG00000275976,0,0,0,0,0,0
ENSG00000275978,0,0,0,0,0,0
ENSG00000275980,3,3,1,0,6,0
ENSG00000275981,150,66,88,35,25,33
ENSG00000275982,0,0,0,0,0,0
ENSG00000275987,0,0,0,0,0,0
ENSG00000275989,0,0,0,0,0,0
ENSG00000275992,0,0,0,0,0,0
ENSG00000275993,42,140,69,41,157,123
ENSG00000275994,0,0,0,0,0,0
ENSG00000275995,0,0,0,0,0,1
ENSG00000275996,0,0,0,0,0,0
ENSG00000275997,3,4,1,0,0,2
ENSG00000276002,0,0,0,0,0,0
ENSG00000276003,1,0,0,0,0,1
ENSG00000276006,0,0,0,0,0,0
ENSG00000276007,28,88,38,37,5,30
ENSG00000276012,0,0,0,0,0,0
ENSG00000276014,0,0,0,0,0,0
ENSG00000276015,0,0,0,0,0,0
ENSG00000276017,0,0,0,0,0,0
ENSG00000276019,0,0,0,0,0,0
ENSG00000276023,8,35,8,30,115,6
ENSG00000276027,0,0,0,0,0,0
ENSG00000276029,0,0,0,0,0,0
ENSG00000276030,2,17,6,10,27,15
ENSG00000276031,0,0,0,0,0,0
ENSG00000276036,2,0,0,2,3,1
ENSG00000276039,0,0,0,0,0,0
ENSG00000276040,0,0,0,0,0,0
ENSG00000276043,16,27,8,42,45,20
ENSG00000276045,247,474,74,256,890,156
ENSG00000276046,0,0,0,0,0,0
ENSG00000276047,0,0,0,0,0,0
ENSG00000276048,0,0,0,0,0,0
ENSG00000276050,0,0,0,0,0,0
ENSG00000276054,0,0,0,0,1,0
ENSG00000276055,0,0,0,0,0,0
ENSG00000276057,0,0,0,0,0,0
ENSG00000276058,16,17,5,8,15,4
ENSG00000276063,6,12,0,0,0,0
ENSG00000276064,1,0,0,0,0,0
ENSG00000276067,0,2,0,3,0,0
ENSG00000276070,0,0,1,0,0,0
ENSG00000276071,29,68,19,62,6,12
ENSG00000276074,0,0,0,0,0,0
ENSG00000276075,1,1,1,1,3,3
ENSG00000276076,0,0,0,0,0,0
ENSG00000276077,0,0,0,0,0,0
ENSG00000276081,0,0,0,0,0,0
ENSG00000276083,0,2,0,0,0,0
ENSG00000276085,19,0,2,1,0,9
ENSG00000276087,0,2,0,0,0,0
ENSG00000276088,0,0,0,0,0,0
ENSG00000276089,0,0,0,0,0,0
ENSG00000276092,0,0,0,1,1,4
ENSG00000276093,0,0,0,0,0,0
ENSG00000276094,0,0,0,0,0,0
ENSG00000276095,0,0,0,0,0,0
ENSG00000276096,0,1,0,0,0,0
ENSG00000276097,156,35,50,15,45,46
ENSG00000276098,0,0,0,0,0,0
ENSG00000276100,0,0,0,0,0,0
ENSG00000276101,0,0,0,0,0,0
ENSG00000276102,0,1,0,0,0,0
ENSG00000276103,2,4,1,3,4,1
