genes,aHCnaiveB_S1R1,aHCnaiveB_S1R3,aHCnaiveB_S1R4,aSLEnaiveB_S1R1,aSLEnaiveB_S1R2,aSLEnaiveB_S1R3,aSLEnaiveB_S1R4
ENSG00000284696,0,35,28,0,0,0,0
ENSG00000284697,2,20,12,9,5,6,8
ENSG00000284698,0,2,1,0,0,0,0
ENSG00000284699,2,36,59,1,3,0,2
ENSG00000284700,0,18,26,0,0,0,0
ENSG00000284701,0,18,13,0,0,0,0
ENSG00000284702,0,18,21,0,0,1,0
ENSG00000284703,5,55,39,8,13,0,25
ENSG00000284704,1,12,20,0,0,0,0
ENSG00000284705,2,22,4,0,1,0,0
ENSG00000284706,0,16,13,0,0,0,0
ENSG00000284707,19,52,87,432,219,395,407
ENSG00000284708,1,26,49,2,2,4,4
ENSG00000284709,0,1,0,2,6,5,4
ENSG00000284710,0,9,25,0,0,0,0
ENSG00000284711,0,22,10,1,1,1,0
ENSG00000284713,3,21,78,2,25,5,11
ENSG00000284715,5,2,1,0,0,0,0
ENSG00000284716,0,9,1,2,0,1,3
ENSG00000284717,0,21,41,0,0,0,0
ENSG00000284718,0,8,5,0,0,0,0
ENSG00000284719,1,45,93,35,19,44,27
ENSG00000284720,0,25,8,0,0,0,0
ENSG00000284721,2,36,24,0,1,1,0
ENSG00000284722,1,34,23,0,0,0,0
ENSG00000284723,1,29,61,0,0,0,0
ENSG00000284724,0,0,0,0,0,0,0
ENSG00000284725,0,12,15,0,0,0,0
ENSG00000284726,3,11,14,2,9,10,9
ENSG00000284727,5,37,12,0,3,4,0
ENSG00000284728,0,0,1,0,0,0,0
ENSG00000284730,0,11,12,3,0,10,3
ENSG00000284731,0,1,8,0,0,0,0
ENSG00000284732,0,26,5,0,0,0,0
ENSG00000284733,0,0,0,0,0,0,0
ENSG00000284734,1,0,12,61,55,27,31
ENSG00000284735,4,26,55,5,6,10,16
ENSG00000284736,0,0,3,0,0,0,0
ENSG00000284738,30,55,84,36,28,29,54
ENSG00000284739,0,10,3,0,0,0,0
ENSG00000284740,1,12,14,4,4,1,1
ENSG00000284742,0,4,3,0,0,0,0
ENSG00000284743,0,14,13,0,0,0,0
ENSG00000284744,0,15,8,2,0,0,0
ENSG00000284745,1,87,70,0,0,0,0
ENSG00000284746,0,0,0,0,0,0,0
ENSG00000284747,3,29,34,67,51,53,73
ENSG00000284748,1,34,32,0,0,0,0
ENSG00000284753,4,30,50,14,17,2,7
ENSG00000284762,0,0,0,0,0,0,0
ENSG00000284763,0,0,0,0,0,0,0
ENSG00000284770,34,95,53,62,77,79,90
ENSG00000284772,0,0,0,0,0,0,0
ENSG00000284773,23,38,65,175,157,170,178
ENSG00000284776,0,0,0,0,0,0,0
ENSG00000284779,0,8,15,0,0,0,0
ENSG00000284783,0,0,0,1,0,0,1
ENSG00000284788,0,0,0,0,0,0,0
ENSG00000284791,1,17,24,0,5,1,1
ENSG00000284797,0,18,11,0,0,1,1
ENSG00000284800,0,0,0,0,0,0,0
ENSG00000284803,0,0,0,0,0,0,0
ENSG00000284808,0,0,36,0,0,0,0
ENSG00000284809,0,2,7,0,0,0,0
ENSG00000284820,0,10,0,0,1,3,2
ENSG00000284823,3,36,54,0,0,0,0
ENSG00000284825,12,10,12,170,143,152,152
ENSG00000284829,0,0,0,0,0,0,0
ENSG00000284830,7,62,69,3,0,1,3
ENSG00000284834,11,18,3,0,0,0,0
ENSG00000284837,0,23,43,0,0,0,0
ENSG00000284839,0,11,13,0,0,0,0
ENSG00000284840,0,0,0,0,0,0,0
ENSG00000284842,0,2,0,0,0,0,1
ENSG00000284844,0,0,0,0,0,0,0
ENSG00000284846,2,6,11,2,0,1,1
ENSG00000284847,0,0,0,0,0,0,0
ENSG00000284848,1,126,50,0,0,1,0
ENSG00000284858,0,0,0,0,0,0,0
ENSG00000284862,1,54,15,36,25,39,39
ENSG00000284867,0,0,0,0,0,0,0
ENSG00000284873,0,4,0,0,0,0,0
ENSG00000284874,0,16,19,0,0,0,0
ENSG00000284876,0,0,0,0,0,0,0
ENSG00000284879,1,1,0,31,42,55,68
ENSG00000284882,8,11,27,75,45,16,68
ENSG00000284883,0,28,20,0,0,0,0
ENSG00000284892,0,0,4,0,0,0,0
ENSG00000284895,0,0,0,0,0,0,0
ENSG00000284902,1,9,5,0,0,0,0
ENSG00000284906,0,2,3,2,0,0,0
ENSG00000284914,8,26,7,39,38,78,73
ENSG00000284917,0,0,0,0,0,0,0
ENSG00000284922,0,20,8,34,6,26,24
ENSG00000284928,0,35,36,0,0,0,0
ENSG00000284930,1,21,15,0,2,3,4
ENSG00000284931,0,0,0,0,0,0,0
ENSG00000284932,1,0,2,0,1,2,1
ENSG00000284934,0,3,8,0,1,2,2
ENSG00000284946,8,54,39,74,27,64,63
ENSG00000284948,0,12,5,0,0,0,0
ENSG00000284951,0,27,45,0,0,0,0
ENSG00000284952,0,3,0,1,0,0,0
ENSG00000284954,0,1,1,0,1,0,0
ENSG00000284956,0,0,0,0,0,0,0
ENSG00000284957,1,17,17,16,50,16,44
ENSG00000284959,3,41,20,3,16,10,14
ENSG00000284962,0,0,0,0,0,0,0
ENSG00000284964,0,0,0,0,0,0,0
ENSG00000284966,8,45,50,6,0,2,0
ENSG00000284968,11,21,22,55,46,43,87
ENSG00000284969,0,9,9,0,0,1,0
ENSG00000284976,0,0,0,0,0,0,0
ENSG00000284977,2,73,77,1,1,1,3
ENSG00000284981,0,1,0,0,1,1,1
ENSG00000284985,4,2,0,1,0,0,1
ENSG00000284986,0,1,0,0,0,0,0
ENSG00000284987,0,4,0,17,6,11,10
ENSG00000284988,0,0,0,0,0,0,0
ENSG00000284989,0,0,0,0,0,0,0
ENSG00000284994,0,31,12,6,4,7,3
ENSG00000284999,0,23,14,3,0,0,3
ENSG00000285000,0,1,0,1,0,0,0
ENSG00000285006,0,0,0,0,0,0,0
ENSG00000285010,0,0,0,0,0,0,0
ENSG00000285012,0,22,13,6,1,1,0
ENSG00000285016,2,11,6,0,1,0,0
ENSG00000285018,2,20,24,3,2,1,9
ENSG00000285020,0,0,9,0,0,1,0
ENSG00000285025,0,0,0,0,0,0,0
ENSG00000285030,2,17,6,0,0,0,0
ENSG00000285035,0,2,5,0,0,0,0
ENSG00000285040,1,11,2,0,0,0,0
ENSG00000285041,0,15,8,0,0,0,0
ENSG00000285042,0,0,0,0,0,0,0
ENSG00000285043,2,28,41,10,4,6,7
ENSG00000285045,1,55,20,0,0,0,0
ENSG00000285051,2,83,52,0,2,0,0
ENSG00000285053,9,27,15,114,106,109,147
ENSG00000285057,0,0,0,0,0,0,0
ENSG00000285062,0,0,0,0,0,0,0
ENSG00000285064,0,0,5,0,0,0,0
ENSG00000285068,1,11,13,0,0,0,0
ENSG00000285076,0,0,0,0,0,0,0
ENSG00000285077,2,12,4,51,26,10,16
ENSG00000285079,10,12,6,0,0,0,0
ENSG00000285080,0,10,3,4,0,3,3
ENSG00000285081,0,58,56,0,0,0,0
ENSG00000285082,0,10,1,0,0,0,0
ENSG00000285085,0,0,1,0,0,0,0
ENSG00000285090,1,19,3,1,0,0,0
ENSG00000285091,5,35,33,5,3,7,7
ENSG00000285094,2,129,147,0,0,0,0
ENSG00000285095,17,59,21,39,34,56,42
ENSG00000285100,3,24,34,0,0,0,0
ENSG00000285102,0,12,13,0,0,0,0
ENSG00000285103,21,95,102,100,63,70,46
ENSG00000285106,74,52,25,129,74,116,116
ENSG00000285108,5,19,37,0,0,0,0
ENSG00000285115,0,0,1,0,0,0,0
ENSG00000285116,0,7,0,0,0,0,0
ENSG00000285117,3,11,0,7,4,4,15
ENSG00000285122,0,6,17,1,0,1,0
ENSG00000285128,1,7,19,0,0,0,0
ENSG00000285130,7,40,36,10,27,23,37
ENSG00000285133,0,0,0,0,0,0,0
ENSG00000285135,0,0,0,0,0,0,0
ENSG00000285142,0,37,35,0,0,0,0
ENSG00000285144,0,0,0,0,0,0,0
ENSG00000285151,0,0,0,0,0,0,0
ENSG00000285155,0,12,6,0,0,0,0
ENSG00000285159,8,33,43,40,37,14,41
ENSG00000285160,0,0,0,0,0,0,0
ENSG00000285162,0,8,3,0,0,0,0
ENSG00000285163,18,42,21,98,113,60,107
ENSG00000285165,19,10,26,275,188,141,206
ENSG00000285169,0,18,29,0,0,1,0
ENSG00000285171,0,0,0,0,0,0,0
ENSG00000285177,3,6,3,0,0,6,2
ENSG00000285179,0,7,9,0,0,0,0
ENSG00000285184,10,55,19,15,16,17,17
ENSG00000285188,0,22,31,1,0,3,0
ENSG00000285190,5,22,24,1,0,0,0
ENSG00000285191,0,29,11,0,0,0,0
ENSG00000285201,0,3,6,0,0,0,0
ENSG00000285204,0,0,0,0,0,0,0
ENSG00000285205,0,128,160,0,0,0,0
ENSG00000285210,1,19,0,26,14,17,9
ENSG00000285212,0,6,5,0,0,0,0
ENSG00000285215,2,8,22,6,3,16,9
ENSG00000285216,0,1,8,0,0,0,0
ENSG00000285218,0,0,3,0,0,0,0
ENSG00000285219,14,475,407,16,39,33,49
ENSG00000285220,0,0,0,0,0,0,0
ENSG00000285228,0,6,9,0,0,0,0
ENSG00000285230,26,130,191,166,145,189,194
ENSG00000285231,0,55,65,0,0,0,1
ENSG00000285237,0,8,0,0,0,1,0
ENSG00000285238,0,0,0,0,0,0,0
ENSG00000285239,0,1,0,0,0,0,0
ENSG00000285244,0,19,24,14,2,1,3
ENSG00000285245,0,0,0,0,0,0,0
ENSG00000285253,1,6,7,0,1,2,0
ENSG00000285254,3,49,51,9,0,15,4
ENSG00000285257,0,10,10,11,12,8,6
ENSG00000285268,0,0,0,0,0,0,0
ENSG00000285269,2,7,3,1,0,1,1
ENSG00000285278,4,55,82,0,2,0,2
ENSG00000285280,9,111,70,10,5,8,12
ENSG00000285283,0,0,0,0,0,0,0
ENSG00000285287,2,23,40,6,0,0,4
ENSG00000285292,0,0,0,0,0,0,0
ENSG00000285294,0,13,15,0,0,0,0
ENSG00000285300,0,103,31,0,0,0,0
ENSG00000285303,1,1,10,9,8,5,16
ENSG00000285304,0,0,0,0,0,0,0
ENSG00000285314,0,0,0,0,0,0,3
ENSG00000285323,0,0,0,0,0,0,0
ENSG00000285325,0,4,0,0,0,0,0
ENSG00000285329,1,0,7,8,12,10,10
ENSG00000285330,0,0,0,0,0,0,0
ENSG00000285331,16,40,74,22,36,26,31
ENSG00000285336,1,15,14,0,0,0,0
ENSG00000285338,0,0,0,0,0,0,0
ENSG00000285347,0,6,8,0,0,0,0
ENSG00000285354,0,6,6,0,0,0,0
ENSG00000285361,0,15,8,2,2,0,1
ENSG00000285366,2,2,3,0,1,0,1
ENSG00000285367,1,30,39,0,0,0,0
ENSG00000285370,0,0,0,0,0,0,0
ENSG00000285373,0,33,31,2,1,2,0
ENSG00000285374,0,4,27,1,0,0,0
ENSG00000285382,0,10,5,1,0,2,0
ENSG00000285388,0,8,7,0,0,0,0
ENSG00000285398,2,3,10,0,0,0,0
ENSG00000285401,5,14,45,0,0,0,1
ENSG00000285402,0,59,88,0,0,0,0
ENSG00000285404,0,0,0,0,0,0,0
ENSG00000285405,0,0,0,0,0,0,0
ENSG00000285407,1,26,5,0,0,0,0
ENSG00000285409,0,22,0,0,0,0,0
ENSG00000285410,378,125,111,4606,5854,3849,8127
ENSG00000285412,0,1,0,0,0,0,0
ENSG00000285413,0,3,0,6,2,132,5
ENSG00000285416,8,20,30,8,5,18,22
ENSG00000285417,68,46,58,81,174,205,233
ENSG00000285420,94,19,16,152,152,129,268
ENSG00000285424,0,58,7,0,0,0,0
ENSG00000285427,1,31,54,6,1,3,5
ENSG00000285437,11,21,36,47,69,70,92
ENSG00000285444,0,0,0,0,0,0,0
ENSG00000285445,0,5,1,0,0,0,0
ENSG00000285446,0,0,0,0,0,0,0
ENSG00000285448,2,26,7,4,2,0,0
ENSG00000285454,9,57,31,42,13,36,49
ENSG00000285458,1,12,22,7,3,4,4
ENSG00000285462,0,7,10,0,0,0,0
ENSG00000285467,0,24,7,0,0,5,0
ENSG00000285470,0,0,0,0,0,0,0
ENSG00000285471,0,1,0,0,0,0,0
ENSG00000285472,0,0,0,0,0,0,0
ENSG00000285473,0,4,13,0,0,0,0
ENSG00000285476,0,20,2,1,0,18,1
ENSG00000285480,0,4,0,14,11,18,14
ENSG00000285483,0,14,20,0,0,0,0
ENSG00000285486,6,80,32,0,0,0,1
ENSG00000285491,0,0,0,0,0,0,0
ENSG00000285492,12,51,48,48,23,11,31
ENSG00000285498,0,3,1,0,0,0,0
ENSG00000285505,0,0,0,0,0,0,0
ENSG00000285508,0,0,0,0,0,0,0
ENSG00000285509,1,3,7,2,1,4,3
ENSG00000285513,0,1,0,0,0,0,0
ENSG00000285517,3,232,269,0,0,0,0
ENSG00000285518,6,3,4,21,13,3,16
ENSG00000285519,0,6,2,0,2,0,0
ENSG00000285520,2,23,6,0,0,0,0
ENSG00000285521,1,16,23,2,3,7,1
ENSG00000285522,0,0,0,0,0,0,0
ENSG00000285523,2,54,17,0,0,0,0
ENSG00000285524,0,3,7,0,0,0,1
ENSG00000285525,0,1,0,0,0,0,0
ENSG00000285526,0,0,0,0,0,0,0
ENSG00000285527,2,56,46,0,1,0,1
ENSG00000285528,0,0,0,0,0,0,0
ENSG00000285529,1,9,8,0,0,0,0
ENSG00000285530,0,17,4,2,7,4,1
ENSG00000285531,12,18,15,202,143,120,154
ENSG00000285532,0,36,65,0,0,0,0
ENSG00000285533,24,90,107,495,293,495,620
ENSG00000285534,0,40,28,2,1,0,2
ENSG00000285535,9,32,31,15,50,0,58
ENSG00000285536,0,6,4,0,0,0,0
ENSG00000285537,0,0,0,0,0,0,0
ENSG00000285538,0,12,0,2,2,0,4
ENSG00000285539,0,0,0,0,0,0,0
ENSG00000285540,2,20,12,0,1,0,0
ENSG00000285541,0,32,8,0,0,0,0
ENSG00000285542,0,0,0,0,0,0,0
ENSG00000285543,5,4,6,0,0,0,0
ENSG00000285544,0,15,18,0,0,0,0
ENSG00000285545,0,25,22,0,0,0,0
ENSG00000285547,1,1,8,0,0,1,0
ENSG00000285548,2,33,29,0,0,0,0
ENSG00000285549,0,1,2,0,0,0,0
ENSG00000285550,0,6,2,0,0,0,0
ENSG00000285551,0,69,33,0,0,0,0
ENSG00000285552,0,3,1,0,0,0,0
ENSG00000285553,0,33,23,0,0,0,0
ENSG00000285554,9,16,7,74,53,36,47
ENSG00000285555,0,18,10,0,0,0,0
ENSG00000285556,0,8,10,0,0,0,0
ENSG00000285557,0,11,0,0,0,0,0
ENSG00000285558,0,0,0,0,0,0,0
ENSG00000285559,0,7,11,2,3,3,2
ENSG00000285560,17,19,18,23,22,10,13
ENSG00000285561,0,77,136,0,0,0,0
ENSG00000285562,0,25,11,0,0,0,0
ENSG00000285563,4,17,9,0,0,0,0
ENSG00000285564,3,122,22,0,0,0,0
ENSG00000285565,0,0,0,0,0,0,0
ENSG00000285566,0,10,2,0,0,0,0
ENSG00000285567,1,75,72,5,10,6,6
ENSG00000285568,0,2,7,0,0,0,0
ENSG00000285569,1,117,59,1,0,0,1
ENSG00000285570,0,27,8,4,0,1,3
ENSG00000285571,0,0,0,12,8,9,3
ENSG00000285572,2,14,23,0,0,0,1
ENSG00000285573,0,3,10,0,0,0,0
ENSG00000285575,2,9,2,0,0,0,0
ENSG00000285576,0,19,2,0,0,0,0
ENSG00000285577,0,8,9,0,0,0,1
ENSG00000285578,2,31,33,14,57,16,17
ENSG00000285579,1,7,8,0,0,0,0
ENSG00000285580,0,1,0,0,0,0,0
ENSG00000285581,6,104,145,2,7,11,2
ENSG00000285582,0,13,30,0,1,0,0
ENSG00000285583,0,0,0,0,0,0,0
ENSG00000285584,6,70,67,0,0,0,0
ENSG00000285585,0,6,0,1,0,0,0
ENSG00000285586,0,30,24,0,0,0,0
ENSG00000285587,1,47,66,0,0,0,0
ENSG00000285588,0,3,3,1,1,0,4
ENSG00000285589,6,15,26,151,121,205,180
ENSG00000285590,1,5,12,0,0,0,0
ENSG00000285591,2,82,40,0,0,0,0
ENSG00000285592,0,12,14,0,0,0,0
ENSG00000285593,0,4,5,1,0,0,0
ENSG00000285594,1,1,3,0,0,0,0
ENSG00000285595,1,0,5,0,0,0,0
ENSG00000285596,43,25,17,19,23,28,28
ENSG00000285597,1,16,10,0,0,0,0
ENSG00000285598,0,5,10,0,0,0,0
ENSG00000285599,0,2,5,0,0,0,1
ENSG00000285600,1,25,28,5,9,20,14
ENSG00000285601,0,94,99,2,0,0,0
ENSG00000285602,0,0,0,12,25,10,17
ENSG00000285603,0,15,15,0,0,0,0
ENSG00000285604,1,9,8,0,0,0,0
ENSG00000285605,0,3,2,0,0,0,0
ENSG00000285606,1,4,12,3,0,0,0
ENSG00000285607,0,0,0,0,0,0,0
ENSG00000285608,0,7,3,2,1,1,2
ENSG00000285609,0,3,6,0,0,0,0
ENSG00000285610,0,1,10,0,0,0,0
ENSG00000285611,0,12,5,0,0,0,0
ENSG00000285612,0,2,1,0,0,1,4
ENSG00000285613,0,10,12,0,0,0,0
ENSG00000285614,0,37,36,4,1,1,3
ENSG00000285615,0,43,31,0,0,0,0
ENSG00000285616,0,11,13,3,1,2,1
ENSG00000285618,1,16,2,0,0,0,0
ENSG00000285619,1,0,2,1,1,2,4
ENSG00000285620,0,0,0,0,0,0,0
ENSG00000285621,0,45,55,0,0,1,0
ENSG00000285622,0,19,47,0,0,0,0
ENSG00000285623,0,28,45,0,0,0,0
ENSG00000285624,1,9,12,0,0,0,0
ENSG00000285625,0,0,0,0,0,0,0
ENSG00000285626,0,4,0,0,0,0,0
ENSG00000285627,32,19,12,5,6,5,5
ENSG00000285628,0,0,0,0,0,0,0
ENSG00000285629,0,5,12,0,0,0,0
ENSG00000285630,0,8,5,1,0,0,0
ENSG00000285631,2,47,41,0,0,0,0
ENSG00000285632,14,31,46,27,35,23,37
ENSG00000285633,1,13,14,0,0,0,0
ENSG00000285634,0,20,12,0,0,0,0
ENSG00000285635,0,0,3,0,0,0,0
ENSG00000285636,0,1,9,0,0,0,0
ENSG00000285637,3,42,14,0,0,0,0
ENSG00000285638,0,15,11,0,0,0,0
ENSG00000285639,16,17,10,33,37,35,68
ENSG00000285640,0,40,23,0,0,0,0
ENSG00000285641,0,0,0,0,0,0,0
ENSG00000285642,0,3,3,0,1,3,1
ENSG00000285643,1,7,2,0,0,0,0
ENSG00000285644,1,50,51,1,1,6,0
ENSG00000285645,0,0,0,0,0,0,0
ENSG00000285646,15,77,58,58,55,17,32
ENSG00000285647,0,14,16,0,0,0,1
ENSG00000285648,0,25,42,0,0,0,0
ENSG00000285649,0,29,35,3,2,2,4
ENSG00000285650,2,27,8,4,8,1,6
ENSG00000285651,1,29,50,0,1,1,1
ENSG00000285652,1,49,40,0,0,0,0
ENSG00000285653,2,3,3,7,6,12,2
ENSG00000285654,0,3,0,0,0,0,0
ENSG00000285655,0,0,0,0,0,0,0
ENSG00000285656,0,40,4,0,0,0,0
ENSG00000285657,0,0,0,0,0,0,0
ENSG00000285658,17,30,31,10,3,12,4
ENSG00000285659,0,14,6,0,0,0,0
ENSG00000285660,0,1,0,0,0,0,0
ENSG00000285661,0,39,27,0,0,0,0
ENSG00000285662,2,22,7,1,0,2,0
ENSG00000285663,1,22,8,0,0,0,0
ENSG00000285664,5,44,57,7,11,20,16
ENSG00000285665,0,0,4,29,20,12,34
ENSG00000285666,0,8,5,0,0,0,0
ENSG00000285667,29,29,75,17,17,10,14
ENSG00000285668,2,16,20,5,4,3,8
ENSG00000285669,19,18,17,31,45,27,43
ENSG00000285670,3,19,20,0,0,0,0
ENSG00000285671,5,8,9,0,0,0,0
ENSG00000285672,12,34,35,12,11,8,17
ENSG00000285673,0,2,1,0,0,0,0
ENSG00000285674,0,7,11,0,0,0,0
ENSG00000285675,5,12,12,0,0,1,0
ENSG00000285676,6,52,7,17,18,22,22
ENSG00000285677,2,26,11,7,3,9,11
ENSG00000285679,1,46,56,44,38,49,39
ENSG00000285680,0,50,5,0,0,0,0
ENSG00000285681,3,2,1,0,0,0,0
ENSG00000285683,2,16,2,0,0,0,0
ENSG00000285684,0,36,9,0,0,0,0
ENSG00000285685,1,33,30,0,0,2,0
ENSG00000285686,0,0,6,2,2,0,12
ENSG00000285687,0,0,1,0,0,0,0
ENSG00000285688,5,13,6,51,61,9,65
ENSG00000285689,0,7,9,0,0,0,0
ENSG00000285690,0,0,0,0,0,0,0
ENSG00000285691,1,26,9,0,0,0,0
ENSG00000285692,12,2,8,12,3,3,7
ENSG00000285693,3,27,61,18,8,4,11
ENSG00000285694,1,7,13,0,0,0,0
ENSG00000285695,0,5,4,0,0,0,0
ENSG00000285696,4,7,4,8,19,41,19
ENSG00000285697,15,62,25,13,20,13,23
ENSG00000285698,2,41,22,0,0,0,0
ENSG00000285699,0,3,0,0,0,0,0
ENSG00000285700,0,6,4,0,0,0,0
ENSG00000285701,16,16,27,1,2,8,5
ENSG00000285702,0,0,0,0,0,0,0
ENSG00000285703,0,9,12,1,0,2,1
ENSG00000285704,7,5,5,4,3,7,8
ENSG00000285705,1,9,9,0,4,2,0
ENSG00000285706,2,58,123,0,0,2,3
ENSG00000285707,0,41,15,0,0,0,0
ENSG00000285708,0,0,0,0,0,0,0
ENSG00000285709,0,59,8,0,0,0,0
ENSG00000285710,5,19,20,9,7,5,8
ENSG00000285711,0,17,5,0,0,0,0
ENSG00000285712,0,58,59,0,0,0,0
ENSG00000285713,0,4,2,3,0,0,0
ENSG00000285714,0,6,0,0,0,0,0
ENSG00000285715,0,13,2,0,0,0,0
ENSG00000285716,0,10,1,0,0,0,0
ENSG00000285717,2,2,4,0,1,5,0
ENSG00000285718,0,10,5,0,1,0,3
ENSG00000285719,0,64,78,0,0,0,0
ENSG00000285720,0,0,0,0,0,0,0
ENSG00000285722,1,66,41,0,0,3,2
ENSG00000285723,0,0,0,0,0,0,0
ENSG00000285724,0,7,13,0,0,0,0
ENSG00000285725,56,32,35,65,75,131,140
ENSG00000285726,3,49,16,0,0,0,0
ENSG00000285727,0,5,6,0,0,0,1
ENSG00000285728,14,29,18,139,109,195,186
ENSG00000285729,0,2,4,0,0,0,0
ENSG00000285730,12,23,46,3,3,6,4
ENSG00000285731,5,18,6,9,10,16,13
ENSG00000285732,0,27,13,2,0,0,5
ENSG00000285733,0,4,6,0,0,0,0
ENSG00000285734,5,21,36,0,0,0,0
ENSG00000285735,1,29,5,0,0,0,0
ENSG00000285736,1,4,0,0,0,0,1
ENSG00000285737,2,19,15,3,4,2,3
ENSG00000285738,0,22,5,0,0,1,0
ENSG00000285739,0,1,4,0,0,0,0
ENSG00000285740,0,6,4,0,0,0,0
ENSG00000285741,0,6,12,0,0,0,0
ENSG00000285742,0,6,3,0,1,0,0
ENSG00000285743,1,12,6,0,0,0,0
ENSG00000285744,23,12,17,172,172,168,149
ENSG00000285745,0,1,0,0,0,0,0
ENSG00000285746,1,29,22,0,0,0,0
ENSG00000285747,2,81,89,18,13,6,22
ENSG00000285748,0,10,3,0,0,0,0
ENSG00000285749,0,7,34,0,0,0,0
ENSG00000285750,1,26,0,0,0,1,0
ENSG00000285751,0,19,8,0,0,0,0
ENSG00000285752,7,9,18,54,45,67,59
ENSG00000285753,0,5,1,0,0,0,0
ENSG00000285754,4,104,81,0,0,0,0
ENSG00000285755,8,14,29,154,117,118,107
ENSG00000285756,69,63,68,303,537,624,673
ENSG00000285758,1,28,42,4,6,8,5
ENSG00000285759,0,52,61,0,0,0,0
ENSG00000285760,0,4,0,0,0,0,0
ENSG00000285761,1,30,20,50,21,48,55
ENSG00000285762,0,3,0,0,0,0,0
ENSG00000285763,4,33,28,3,4,11,12
ENSG00000285764,0,2,0,0,0,0,0
ENSG00000285765,0,4,0,0,0,9,0
ENSG00000285766,0,0,3,0,0,0,0
ENSG00000285768,1,11,1,0,0,0,0
ENSG00000285769,3,15,20,0,0,0,0
ENSG00000285770,12,13,3,4,8,5,3
ENSG00000285771,0,13,19,1,0,0,0
ENSG00000285772,0,9,5,0,0,0,0
ENSG00000285773,2,81,111,1,1,1,0
ENSG00000285774,5,16,12,10,13,10,7
ENSG00000285775,0,28,7,0,0,0,0
ENSG00000285776,0,3,0,0,0,0,0
ENSG00000285777,0,0,5,0,0,0,0
ENSG00000285778,0,14,5,0,0,0,0
ENSG00000285779,0,0,0,0,0,0,0
ENSG00000285780,0,6,2,0,0,0,0
ENSG00000285781,3,23,31,10,8,27,22
ENSG00000285782,0,1,4,7,0,9,1
ENSG00000285783,0,2,1,0,0,0,0
ENSG00000285784,0,9,8,0,0,0,0
ENSG00000285785,0,6,6,0,0,3,0
ENSG00000285786,0,8,21,0,0,0,0
ENSG00000285788,0,13,1,5,12,1,16
ENSG00000285789,0,8,0,0,0,0,0
ENSG00000285790,0,27,6,2,0,0,0
ENSG00000285791,1,3,9,3,0,3,3
ENSG00000285792,0,43,58,1,1,0,0
ENSG00000285793,0,1,1,101,92,205,110
ENSG00000285794,0,0,0,0,0,0,0
ENSG00000285796,59,149,174,265,204,144,252
ENSG00000285797,5,34,19,9,2,0,9
ENSG00000285798,0,4,4,0,0,0,0
ENSG00000285799,50,107,77,158,86,189,167
ENSG00000285800,1,7,4,0,0,0,0
ENSG00000285801,0,17,7,0,0,1,2
ENSG00000285802,0,21,31,2,2,0,4
ENSG00000285803,14,8,26,27,21,33,21
ENSG00000285804,3,68,56,0,0,0,0
ENSG00000285805,0,31,14,0,0,0,0
ENSG00000285806,6,28,40,0,0,0,0
ENSG00000285807,0,5,4,0,0,0,1
ENSG00000285808,2,9,3,2,0,2,0
ENSG00000285809,0,19,12,0,0,0,0
ENSG00000285810,0,54,52,0,0,1,2
ENSG00000285811,0,38,10,0,0,0,0
ENSG00000285812,6,63,60,2,5,3,7
ENSG00000285813,1,6,26,37,58,43,71
ENSG00000285814,0,2,0,0,0,0,0
ENSG00000285815,0,0,0,0,0,0,0
ENSG00000285816,0,11,21,5,0,2,1
ENSG00000285817,0,17,2,0,0,0,0
ENSG00000285818,1,24,6,0,0,0,0
ENSG00000285819,0,8,6,0,0,0,0
ENSG00000285820,0,55,64,0,0,0,0
ENSG00000285821,0,48,55,0,0,0,0
ENSG00000285822,0,6,11,0,0,0,0
ENSG00000285823,0,23,10,0,0,0,0
ENSG00000285824,0,0,0,0,0,0,0
ENSG00000285825,0,7,8,8,8,8,3
ENSG00000285826,0,8,8,0,0,0,0
ENSG00000285827,1,6,0,0,0,7,2
ENSG00000285829,0,53,27,0,0,1,0
ENSG00000285830,0,9,0,24,17,14,28
ENSG00000285831,0,28,11,0,0,0,0
ENSG00000285833,0,14,23,0,0,0,0
ENSG00000285834,0,14,6,0,0,0,0
ENSG00000285835,0,1,7,0,0,0,0
ENSG00000285836,0,11,0,34,39,33,108
ENSG00000285837,0,4,0,0,0,0,0
ENSG00000285838,4,26,6,2,4,3,2
ENSG00000285839,0,0,0,0,0,0,0
ENSG00000285840,2,21,24,3,0,1,2
ENSG00000285841,1,4,14,0,0,0,0
ENSG00000285842,0,15,14,0,0,0,0
ENSG00000285843,0,17,9,0,0,0,3
ENSG00000285844,0,55,88,0,8,4,2
ENSG00000285845,0,0,0,0,0,0,0
ENSG00000285846,0,0,0,0,0,0,0
ENSG00000285847,0,90,29,0,0,0,0
ENSG00000285848,0,56,49,0,0,0,0
ENSG00000285849,2,21,2,9,2,11,10
ENSG00000285850,75,9,26,54,23,14,54
ENSG00000285851,16,11,8,35,13,25,49
ENSG00000285852,0,77,74,0,0,0,0
ENSG00000285853,0,10,5,0,0,0,0
ENSG00000285854,0,8,1,0,0,0,1
ENSG00000285855,1,42,26,0,0,0,0
ENSG00000285856,3,28,59,2,3,8,2
ENSG00000285857,9,2,13,4,6,6,11
ENSG00000285858,2,10,14,0,0,0,0
