"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000285649","0","0","0","9","0","0","1","0","0","4","0"
"ENSG00000285650","0","0","0","0","0","0","0","0","4","1","2"
"ENSG00000285651","20","0","0","1","0","3","0","1","2","20","0"
"ENSG00000285652","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000285653","0","0","0","0","0","0","2","0","1","9","3"
"ENSG00000285654","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285655","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285656","0","0","0","53","0","0","0","0","0","0","0"
"ENSG00000285657","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285658","2","2","12","1","12","4","5","6","14","29","16"
"ENSG00000285659","0","0","7","0","0","0","0","0","0","0","0"
"ENSG00000285660","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285661","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000285662","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285663","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285664","1","1","2","1","16","1","0","0","40","8","5"
"ENSG00000285665","0","1","0","0","22","36","10","16","0","1","1"
"ENSG00000285666","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000285667","0","66","0","64","16","2","27","22","18","25","29"
"ENSG00000285668","1","0","0","0","2","2","0","1","0","0","2"
"ENSG00000285669","0","148","55","6","27","32","19","8","22","25","7"
"ENSG00000285670","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285671","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285672","0","0","7","1","3","2","10","0","0","2","2"
"ENSG00000285673","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285674","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285675","0","0","0","41","0","0","0","14","10","3","3"
"ENSG00000285676","0","20","77","161","16","10","21","11","54","11","0"
"ENSG00000285677","1","0","191","36","0","0","1","0","0","5","0"
"ENSG00000285679","0","0","1","3","53","11","11","0","25","6","0"
"ENSG00000285680","0","0","1","19","0","0","0","0","0","1","0"
"ENSG00000285681","0","0","0","0","0","0","0","0","1","2","0"
"ENSG00000285683","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285684","0","0","0","13","0","0","0","0","0","0","1"
"ENSG00000285685","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285686","1","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285687","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285688","0","0","29","4","34","74","4","15","17","82","14"
"ENSG00000285689","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285690","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285691","0","0","0","63","0","0","0","0","0","0","0"
"ENSG00000285692","0","60","0","0","94","37","43","2","20","55","12"
"ENSG00000285693","0","0","0","0","1","19","12","32","7","8","1"
"ENSG00000285694","0","0","0","1","0","0","0","0","1","0","0"
"ENSG00000285695","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000285696","0","0","0","73","29","13","14","21","23","63","18"
"ENSG00000285697","2","11","0","21","5","6","12","6","12","26","9"
"ENSG00000285698","0","0","0","15","0","0","0","0","0","0","0"
"ENSG00000285699","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285700","0","0","0","12","0","0","0","0","0","0","0"
"ENSG00000285701","0","0","0","0","6","0","0","3","1","3","0"
"ENSG00000285702","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285703","0","0","0","5","0","0","0","0","0","1","0"
"ENSG00000285704","0","0","0","0","8","1","4","2","95","133","66"
"ENSG00000285705","0","0","0","0","0","0","0","7","0","2","0"
"ENSG00000285706","0","0","0","10","2","0","0","0","0","0","0"
"ENSG00000285707","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285708","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285709","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285710","0","0","0","0","0","0","0","0","8","17","3"
"ENSG00000285711","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285712","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000285713","0","0","0","0","1","0","0","1","8","8","1"
"ENSG00000285714","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285715","0","0","16","0","0","0","0","0","0","0","0"
"ENSG00000285716","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285717","0","0","69","0","6","0","5","8","3","0","4"
"ENSG00000285718","0","0","0","0","0","0","0","0","0","4","4"
"ENSG00000285719","0","0","32","0","0","0","0","6","0","0","1"
"ENSG00000285720","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285722","0","0","0","6","0","0","0","0","0","0","0"
"ENSG00000285723","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285724","0","0","0","0","0","0","0","0","0","2","1"
"ENSG00000285725","3","29","40","9","27","30","12","20","16","55","19"
"ENSG00000285726","0","0","1","0","0","0","0","0","0","1","1"
"ENSG00000285727","0","1","0","0","0","0","0","0","24","0","0"
"ENSG00000285728","0","0","0","0","33","36","11","10","28","85","30"
"ENSG00000285729","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285730","0","0","0","0","12","0","13","13","1","45","5"
"ENSG00000285731","0","0","0","0","8","6","15","0","47","27","9"
"ENSG00000285732","0","0","2","0","0","0","0","0","2","0","0"
"ENSG00000285733","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285734","0","0","0","92","0","0","0","0","0","0","0"
"ENSG00000285735","0","0","0","30","0","0","0","0","0","2","0"
"ENSG00000285736","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285737","0","18","0","81","0","0","3","0","77","10","11"
"ENSG00000285738","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285739","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285740","0","0","0","110","0","0","0","0","0","0","0"
"ENSG00000285741","0","0","16","7","0","0","0","0","0","0","0"
"ENSG00000285742","0","0","0","0","0","0","0","0","0","7","0"
"ENSG00000285743","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285744","44","0","56","4","67","36","48","35","33","30","11"
"ENSG00000285745","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285746","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285747","0","0","0","0","0","0","1","0","24","9","0"
"ENSG00000285748","0","0","604","0","0","0","0","0","0","0","0"
"ENSG00000285749","0","0","0","26","0","0","0","0","0","1","0"
"ENSG00000285750","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285751","0","0","0","11","0","0","0","0","1","0","0"
"ENSG00000285752","0","0","0","97","4","4","8","5","1","28","7"
"ENSG00000285753","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285754","0","0","55","0","0","0","0","0","0","0","2"
"ENSG00000285755","1","148","477","24","6","4","14","52","62","29","12"
"ENSG00000285756","31","36","50","62","65","27","19","5","53","84","20"
"ENSG00000285758","0","0","0","41","0","3","1","0","11","6","5"
"ENSG00000285759","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000285760","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285761","0","4","9","0","34","2","9","6","1","1","0"
"ENSG00000285762","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285763","0","4","68","13","4","4","8","3","5","15","0"
"ENSG00000285764","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285765","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285766","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285768","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285769","0","0","0","13","0","0","0","0","0","5","0"
"ENSG00000285770","1","0","0","0","6","0","7","4","0","0","7"
"ENSG00000285771","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285772","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285773","0","0","9","12","0","0","0","0","0","1","0"
"ENSG00000285774","0","0","0","1","60","1","33","0","25","23","4"
"ENSG00000285775","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285776","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285777","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285778","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285779","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285780","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285781","0","0","0","2","14","13","3","1","23","2","3"
"ENSG00000285782","0","0","0","0","11","3","2","0","34","23","8"
"ENSG00000285783","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285784","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285785","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285786","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285788","0","0","85","15","4","3","1","3","15","20","3"
"ENSG00000285789","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285790","0","0","0","51","1","0","0","0","0","0","1"
"ENSG00000285791","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000285792","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285793","0","8","0","0","3","1","1","0","0","0","0"
"ENSG00000285794","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285796","31","1","1","12","30","0","35","13","80","85","38"
"ENSG00000285797","0","136","495","0","28","26","23","8","8","28","3"
"ENSG00000285798","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285799","0","3","1","0","30","89","71","29","35","251","24"
"ENSG00000285800","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285801","0","0","0","0","5","0","0","0","3","5","1"
"ENSG00000285802","0","1","0","0","7","1","0","4","0","0","0"
"ENSG00000285803","0","19","3","2","8","3","3","1","4","14","2"
"ENSG00000285804","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000285805","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285806","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285807","0","8","0","22","0","0","3","0","33","3","1"
"ENSG00000285808","0","0","0","5","0","0","0","0","0","0","0"
"ENSG00000285809","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285810","0","0","0","0","11","0","0","0","0","0","0"
"ENSG00000285811","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285812","0","0","0","1","1","0","1","0","0","11","4"
"ENSG00000285813","0","0","0","8","2","3","0","9","14","37","3"
"ENSG00000285814","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285815","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285816","0","0","0","0","0","1","0","4","0","0","0"
"ENSG00000285817","0","0","1","1","0","0","0","0","0","1","0"
"ENSG00000285818","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285819","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285820","0","0","0","0","0","0","0","0","4","0","0"
"ENSG00000285821","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285822","0","0","0","20","0","0","0","0","0","0","0"
"ENSG00000285823","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285824","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285825","0","0","0","0","3","0","0","0","0","1","0"
"ENSG00000285826","0","17","187","11","0","0","0","0","0","1","0"
"ENSG00000285827","0","5","2","0","3","2","1","0","0","1","8"
"ENSG00000285829","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285830","0","0","0","0","0","1","0","1","2","12","2"
"ENSG00000285831","0","0","33","0","0","0","0","0","0","0","0"
"ENSG00000285833","0","0","0","0","0","4","0","0","0","0","0"
"ENSG00000285834","0","0","18","0","0","0","0","0","0","0","0"
"ENSG00000285835","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285836","2","96","1","2","4","31","12","23","10","41","13"
"ENSG00000285837","0","0","0","14","0","0","0","0","0","0","0"
"ENSG00000285838","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000285839","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285840","0","0","0","25","0","0","7","0","5","0","0"
"ENSG00000285841","0","0","0","1","0","0","0","0","0","3","0"
"ENSG00000285842","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000285843","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285844","0","0","0","0","5","0","0","0","0","0","0"
"ENSG00000285845","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285846","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285847","0","0","0","16","0","0","6","0","1","0","0"
"ENSG00000285848","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285849","0","32","55","7","17","2","8","3","40","6","2"
"ENSG00000285850","0","92","0","0","131","48","49","31","80","85","47"
"ENSG00000285851","43","219","15","437","94","100","45","36","48","44","23"
"ENSG00000285852","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285853","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285854","2","0","1","0","0","0","3","0","0","0","0"
"ENSG00000285855","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285856","0","0","336","0","0","3","0","1","10","6","4"
"ENSG00000285857","0","0","0","0","0","0","4","0","25","6","3"
"ENSG00000285858","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285859","0","0","130","0","0","0","0","0","4","0","0"
"ENSG00000285860","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285861","0","0","0","20","0","0","0","0","0","0","0"
"ENSG00000285862","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285863","0","8","0","27","19","40","32","27","28","49","12"
"ENSG00000285864","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285865","0","0","0","5","8","7","2","0","34","3","0"
"ENSG00000285866","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285867","0","0","0","9","0","0","0","0","0","0","1"
"ENSG00000285868","0","6","0","0","20","72","31","14","94","85","30"
"ENSG00000285869","0","0","142","0","0","0","0","0","0","0","0"
"ENSG00000285870","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285871","0","0","0","1","0","0","0","1","105","11","0"
"ENSG00000285872","0","0","0","2","0","0","2","7","17","8","0"
"ENSG00000285873","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285876","0","0","0","25","0","0","0","0","0","0","0"
"ENSG00000285877","1","0","353","0","0","0","5","0","17","9","0"
"ENSG00000285878","0","0","0","4","0","0","0","0","1","0","0"
"ENSG00000285879","15","300","0","8","158","155","156","139","140","203","68"
"ENSG00000285880","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285881","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285882","0","0","0","33","0","0","0","0","0","0","0"
"ENSG00000285883","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285884","0","0","1","0","4","11","5","5","18","25","1"
"ENSG00000285885","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000285886","0","4","0","7","0","2","0","2","0","4","0"
"ENSG00000285887","3","0","0","14","0","0","0","0","0","0","0"
"ENSG00000285888","0","0","0","1","11","14","0","0","9","6","3"
"ENSG00000285889","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285890","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285891","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285892","0","0","0","0","0","0","0","0","0","5","0"
"ENSG00000285894","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285895","0","2","0","60","11","7","1","3","3","9","6"
"ENSG00000285896","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285897","0","37","0","0","11","34","17","6","19","41","27"
"ENSG00000285898","0","0","1","0","0","0","0","0","27","0","0"
"ENSG00000285899","0","0","1","69","0","0","0","0","0","0","0"
"ENSG00000285900","0","0","674","0","0","0","0","0","0","0","1"
"ENSG00000285901","0","0","0","13","0","0","0","0","0","0","0"
"ENSG00000285902","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285904","0","0","0","14","0","0","1","0","1","7","0"
"ENSG00000285905","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285906","0","0","0","1","0","1","3","7","3","0","0"
"ENSG00000285907","0","0","0","0","0","0","0","0","0","0","2"
"ENSG00000285908","0","0","0","0","2","0","1","0","0","0","0"
"ENSG00000285909","0","0","52","3","23","6","4","14","135","4","7"
"ENSG00000285910","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285911","0","0","0","0","0","0","0","0","0","2","1"
"ENSG00000285912","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285913","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285914","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000285915","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285917","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285918","0","0","0","18","0","5","0","0","8","3","0"
"ENSG00000285919","0","0","103","1","0","0","0","0","0","1","0"
"ENSG00000285920","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285921","0","0","0","0","6","27","22","14","20","2","4"
"ENSG00000285922","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285923","37","0","0","13","1","1","2","6","2","8","2"
"ENSG00000285925","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285926","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285927","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285928","0","0","0","0","0","0","0","0","0","6","2"
"ENSG00000285929","0","0","576","0","0","0","0","0","0","0","0"
"ENSG00000285930","0","0","0","14","0","0","0","0","0","0","0"
"ENSG00000285931","0","0","0","0","1","0","0","0","6","4","2"
"ENSG00000285932","0","0","0","0","0","0","2","0","0","0","1"
"ENSG00000285933","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285934","0","0","0","1","0","0","0","0","2","0","0"
"ENSG00000285935","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285936","0","0","0","1","6","4","0","0","2","11","13"
"ENSG00000285937","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285938","0","0","0","0","0","7","1","1","4","9","2"
"ENSG00000285939","0","0","101","4","0","0","0","0","0","0","0"
"ENSG00000285940","0","0","0","44","0","0","0","0","0","5","0"
"ENSG00000285941","0","0","0","22","0","0","0","0","0","0","0"
"ENSG00000285942","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285943","0","0","423","7","12","21","8","8","25","41","9"
"ENSG00000285944","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285945","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000285946","0","0","171","14","0","0","0","0","0","0","0"
"ENSG00000285947","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285948","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000285950","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285952","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285953","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285954","0","0","0","0","0","0","0","0","10","0","0"
"ENSG00000285955","0","0","0","0","10","0","0","0","8","3","4"
"ENSG00000285957","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285958","0","1","2","0","0","0","0","0","0","2","0"
